Date,Open,High,Low,Close,Adj Close,Volume,macd,signal,macd_diff,crossover,crossunder,lowest_MACD,MACD_ratio,lowest_Low,MACD_up,state,screen_passed,marker
2021-05-06,102.62000274658203,104.31999969482422,102.0,103.4000015258789,103.4000015258789,37055372,0.0,0.0,0.0,False,False,,0.0,,False,"|0,0,0,0|",False,
2021-05-07,104.63999938964844,106.88999938964844,104.0199966430664,106.73999786376953,106.73999786376953,39761593,0.07493581527316451,0.041631008485091395,0.03330480678807311,True,False,,0.0,,True,"|0,0,0,0|",False,
2021-05-10,107.0,110.41999816894531,105.16000366210938,109.68000030517578,109.68000030517578,45288222,0.18665240221879742,0.10106600591693812,0.0855863963018593,False,False,,0.0,,True,"|0,0,0,0|",False,
2021-05-11,108.0,108.47699737548828,102.12000274658203,104.33999633789062,104.33999633789062,63816992,0.040090110183413685,0.08041021467929434,-0.04032010449588065,False,True,,,,False,"|0,0,0,0|",False,
2021-05-12,106.0,106.45999908447266,103.91999816894531,104.86000061035156,104.86000061035156,24789242,-0.019701478056944666,0.050629249443621155,-0.07033072750056582,False,False,,,,False,"|0,0,0,0|",False,
2021-05-13,103.45999908447266,105.94000244140625,100.58000183105469,104.30000305175781,104.30000305175781,34621302,-0.07921983249488562,0.015432928768989041,-0.09465276126387466,False,False,,,,False,"|0,0,0,0|",False,
2021-05-14,105.16000366210938,107.75900268554688,102.43800354003906,107.63999938964844,107.63999938964844,35353298,0.0352824634548341,0.020456316460576947,0.014826146994257154,True,False,,0.0,,True,"|0,0,0,0|",False,
2021-05-17,107.69999694824219,108.68000030517578,102.5199966430664,102.9800033569336,102.9800033569336,39596230,-0.11013604634486285,-0.010927484111497104,-0.09920856223336574,False,True,,,,False,"|0,0,0,0|",False,
2021-05-18,104.63999938964844,105.0,101.83999633789062,102.94000244140625,102.94000244140625,33419325,-0.21114445406388427,-0.05717859745200845,-0.1539658566118758,False,False,,,,False,"|0,0,0,0|",False,
2021-05-19,101.4000015258789,103.66000366210938,99.94499969482422,103.36000061035156,103.36000061035156,43630481,-0.25809136613784744,-0.10219472060785273,-0.15589664552999472,False,False,,,,False,"|0,0,0,0|",False,
2021-05-20,104.12000274658203,104.9800033569336,100.53800201416016,103.26000213623047,103.26000213623047,31088993,-0.2937239062312642,-0.1441002120367319,-0.1496236941945323,False,False,,,,True,"|0,0,0,0|",False,
2021-05-21,103.18000030517578,105.27999877929688,102.18000030517578,105.19999694824219,105.19999694824219,56221555,-0.20928606468942235,-0.1580993993974261,-0.05118666529199625,False,False,,,,True,"|0,0,0,0|",False,
2021-05-24,105.0,106.0,104.0780029296875,105.72000122070312,105.72000122070312,18948836,-0.11451431920254151,-0.14887528214997192,0.03436096294743041,True,False,,0.0,,True,"|0,0,0,0|",False,
2021-05-25,105.9000015258789,106.87000274658203,104.95899963378906,105.41999816894531,105.41999816894531,23763826,-0.05947613129086449,-0.13017291308813242,0.07069678179726793,False,False,,0.0,,True,"|0,0,0,0|",False,
2021-05-26,105.76000213623047,105.94000244140625,102.58000183105469,103.04000091552734,103.04000091552734,28971549,-0.15844308966896392,-0.13603313669210462,-0.0224099529768593,False,True,,,,False,"|0,0,0,0|",False,
2021-05-27,103.08000183105469,109.31999969482422,102.31999969482422,107.05999755859375,107.05999755859375,79688012,0.012264319437406357,-0.10551462575055066,0.11777894518795702,True,False,,0.0,,True,"|0,0,0,0|",False,
2021-05-28,108.41999816894531,109.18000030517578,105.87999725341797,107.0199966430664,107.0199966430664,34976651,0.13982487771076535,-0.055316360617549326,0.19514123832831468,False,False,,0.0,,True,"|0,0,0,0|",False,
2021-06-01,106.54000091552734,109.4800033569336,106.23999786376953,108.94000244140625,108.94000244140625,44497168,0.35685522451895224,0.028630203265033512,0.3282250212539187,False,False,,0.0,,True,"|0,0,0,0|",False,
2021-06-02,109.0,112.63999938964844,108.95999908447266,112.30000305175781,112.30000305175781,46285021,0.7348446434392741,0.17193837978102258,0.5629062636582516,False,False,,0.0,,True,"|0,0,0,0|",False,
2021-06-03,112.31999969482422,112.55599975585938,109.4000015258789,109.68000030517578,109.68000030517578,35872514,0.8465282018933209,0.30842998527520776,0.5380982166181132,False,False,,0.0,,False,"|0,0,0,0|",False,
2021-06-04,109.5,110.36599731445312,105.81999969482422,107.31999969482422,107.31999969482422,39848238,0.7665360173401297,0.4009041149903391,0.36563190234979054,False,False,,0.0,,False,"|0,0,0,0|",False,
2021-06-07,108.0999984741211,110.76000213623047,105.8489990234375,110.12000274658203,110.12000274658203,75895892,0.8832854480273937,0.49809754251099814,0.3851879055163956,False,False,,0.0,,True,"|0,0,0,0|",False,
2021-06-08,110.23999786376953,112.76000213623047,109.31999969482422,111.4000015258789,111.4000015258789,39237289,1.0503191834888526,0.6091976902238201,0.44112149326503247,False,False,,0.0,,True,"|0,0,0,0|",False,
2021-06-09,111.4000015258789,113.19999694824219,110.31999969482422,112.55999755859375,112.55999755859375,31100497,1.2473995808653058,0.7374436929770813,0.5099558878882244,False,False,,0.0,,True,"|0,0,0,0|",False,
2021-06-10,112.44000244140625,113.44000244140625,110.94000244140625,111.04000091552734,111.04000091552734,22080833,1.2803408685006303,0.8464348851641208,0.43390598333650954,False,False,,0.0,,False,"|0,0,0,0|",False,
2021-06-11,111.76000213623047,112.44000244140625,110.87699890136719,111.94000244140625,111.94000244140625,34108912,1.3541743806998738,0.948290624353727,0.4058837563461468,False,False,,0.0,,False,"|0,0,0,0|",False,
