Date,Open,High,Low,Close,Adj Close,Volume
2021-06-14,38.20000076293945,39.5,38.20000076293945,38.900001525878906,38.900001525878906,1328970
2021-06-15,38.0,41.0,38.0,41.0,41.0,3755
2021-06-16,38.5,38.5,38.5,38.900001525878906,38.900001525878906,1797
2021-06-17,39.79999923706055,40.0,38.54999923706055,40.0,40.0,185808
2021-06-18,38.20000076293945,41.0,38.20000076293945,39.5,39.5,3303
2021-06-21,39.0,41.0,38.54999923706055,39.5,39.5,9174
2021-06-22,39.0,39.02000045776367,38.54999923706055,39.0,39.0,25000
2021-06-23,40.0,40.0,38.20000076293945,39.400001525878906,39.400001525878906,37356
2021-06-24,40.0,40.0,38.0,38.0,38.0,1542251
2021-06-25,38.0,38.70399856567383,37.90700149536133,38.400001525878906,38.400001525878906,123038
2021-06-28,38.20000076293945,39.599998474121094,38.20000076293945,38.900001525878906,38.900001525878906,3554
2021-06-29,38.20000076293945,38.20000076293945,37.0,37.0,37.0,11015
2021-06-30,37.20000076293945,38.0,37.0,37.0,37.0,223205
2021-07-01,37.400001525878906,38.20000076293945,37.400001525878906,37.400001525878906,37.400001525878906,458167
2021-07-02,37.20000076293945,38.0,37.18000030517578,37.79999923706055,37.79999923706055,614762
2021-07-05,38.79999923706055,38.79999923706055,37.20000076293945,38.099998474121094,38.099998474121094,3650
2021-07-06,37.20000076293945,38.0,37.20000076293945,37.79999923706055,37.79999923706055,856248
2021-07-07,37.20000076293945,37.20000076293945,37.20000076293945,37.79999923706055,37.79999923706055,499
2021-07-08,37.20000076293945,37.20000076293945,37.0,37.29999923706055,37.29999923706055,472518
2021-07-09,36.0,37.349998474121094,36.0,36.400001525878906,36.400001525878906,7958
2021-07-12,36.0,36.900001525878906,36.0,36.0,36.0,239766
2021-07-13,36.0,36.0,36.0,36.400001525878906,36.400001525878906,3
2021-07-14,35.20000076293945,35.20000076293945,31.90399932861328,33.599998474121094,33.599998474121094,454250
2021-07-15,32.79999923706055,34.0,32.599998474121094,34.0,34.0,1854637
2021-07-16,34.5,34.5,33.5,34.0,34.0,152282
2021-07-19,34.79999923706055,35.0,34.01599884033203,35.0,35.0,438609
2021-07-20,34.20000076293945,36.0,34.0,36.0,36.0,57790
2021-07-21,35.0,35.007999420166016,35.0,35.5,35.5,8941
2021-07-22,36.0,36.0,36.0,35.5,35.5,25
2021-07-23,35.79999923706055,36.0,35.0,35.5,35.5,36543
2021-07-26,36.0,38.0,36.0,37.70000076293945,37.70000076293945,50306
2021-07-27,37.0,37.0,37.0,37.70000076293945,37.70000076293945,3000000
2021-07-28,39.0,39.0,37.236000061035156,38.0,38.0,132000
2021-07-29,37.314998626708984,37.314998626708984,37.314998626708984,38.0,38.0,500
2021-07-30,39.7599983215332,40.0,38.0,38.900001525878906,38.900001525878906,282980
2021-08-02,39.79999923706055,39.79999923706055,38.400001525878906,38.900001525878906,38.900001525878906,22577
2021-08-03,39.79999923706055,39.79999923706055,38.52000045776367,39.0,39.0,43801
2021-08-04,38.52000045776367,38.52000045776367,38.52000045776367,38.900001525878906,38.900001525878906,11539
2021-08-05,38.20000076293945,38.52000045776367,38.20000076293945,38.70000076293945,38.70000076293945,11763
2021-08-06,39.599998474121094,39.599998474121094,37.63999938964844,39.599998474121094,39.599998474121094,148
2021-08-09,38.56100082397461,38.56100082397461,38.56100082397461,37.5,37.5,632
2021-08-10,37.0,38.0,37.0,37.79999923706055,37.79999923706055,5485
2021-08-11,38.599998474121094,38.599998474121094,37.52000045776367,37.79999923706055,37.79999923706055,5319
2021-08-12,38.599998474121094,38.599998474121094,38.599998474121094,37.79999923706055,37.79999923706055,7
2021-08-13,37.79999923706055,37.79999923706055,37.79999923706055,37.79999923706055,37.79999923706055,0
2021-08-16,37.20000076293945,37.38999938964844,37.20000076293945,37.599998474121094,37.599998474121094,7347
2021-08-17,37.0,37.0,37.0,37.0,37.0,27725
2021-08-18,37.0,37.0,36.20000076293945,36.20000076293945,36.20000076293945,20300
2021-08-19,38.0,38.0,36.215999603271484,38.0,38.0,7757
2021-08-20,35.0,35.20000076293945,35.0,35.20000076293945,35.20000076293945,35693
2021-08-23,35.0,35.0,34.0,34.0,34.0,23714
2021-08-24,34.0,34.0,33.599998474121094,34.20000076293945,34.20000076293945,674973
2021-08-25,34.0,34.400001525878906,33.599998474121094,34.400001525878906,34.400001525878906,8367
2021-08-26,35.79999923706055,35.79999923706055,34.79999923706055,35.0,35.0,19035
2021-08-27,35.0,35.20000076293945,34.029998779296875,35.5,35.5,333240
2021-08-31,34.400001525878906,34.5,33.20000076293945,33.20000076293945,33.20000076293945,1244714
2021-09-01,33.20000076293945,35.74800109863281,33.20000076293945,34.400001525878906,34.400001525878906,90660
2021-09-02,33.20000076293945,35.79999923706055,33.0,34.29999923706055,34.29999923706055,26811
2021-09-03,33.055999755859375,33.055999755859375,33.02799987792969,34.5,34.5,4300
2021-09-06,33.0,33.0,30.027999877929688,32.099998474121094,32.099998474121094,1353503
2021-09-07,31.0,31.110000610351562,30.0,30.799999237060547,30.799999237060547,307418
2021-09-08,30.0,31.299999237060547,29.0,31.299999237060547,31.299999237060547,739586
2021-09-09,31.399999618530273,31.600000381469727,30.0,31.5,31.5,260993
2021-09-10,31.0,33.0,31.0,32.79999923706055,32.79999923706055,168535
2021-09-13,33.5,33.5,33.5,33.5,33.5,10000
2021-09-14,32.20000076293945,32.391998291015625,31.0,31.0,31.0,880772
2021-09-15,32.0,33.0,31.799999237060547,32.0,32.0,1079904
2021-09-16,32.599998474121094,33.0,30.0,31.0,31.0,96189
2021-09-17,31.0,31.799999237060547,30.0,30.0,30.0,585085
2021-09-20,30.0,30.0,28.200000762939453,28.700000762939453,28.700000762939453,85621
2021-09-21,29.0,29.097999572753906,28.0,28.5,28.5,125417
2021-09-22,29.0,29.0,28.0,29.5,29.5,464336
2021-09-23,28.399999618530273,29.200000762939453,27.535999298095703,28.899999618530273,28.899999618530273,21257
2021-09-24,28.600000381469727,28.600000381469727,28.0,27.600000381469727,27.600000381469727,89041
2021-09-27,29.0,29.007999420166016,27.600000381469727,28.200000762939453,28.200000762939453,469132
2021-09-28,28.200000762939453,29.799999237060547,28.200000762939453,29.200000762939453,29.200000762939453,55768
2021-09-29,29.799999237060547,30.110000610351562,29.799999237060547,30.5,30.5,42450
2021-09-30,30.0,32.400001525878906,30.0,30.100000381469727,30.100000381469727,123146
2021-10-01,30.0,30.0,29.0,29.5,29.5,35763
2021-10-04,29.399999618530273,29.399999618530273,27.200000762939453,27.799999237060547,27.799999237060547,85680
2021-10-05,28.799999237060547,30.0,28.0,28.0,28.0,245207
2021-10-06,29.0,29.0,25.850000381469727,26.5,26.5,383876
2021-10-07,27.0,29.0,26.200000762939453,28.0,28.0,901860
2021-10-08,28.399999618530273,29.0,27.600000381469727,29.0,29.0,105617
2021-10-11,28.200000762939453,28.399999618530273,27.600000381469727,28.600000381469727,28.600000381469727,63463
2021-10-12,28.799999237060547,29.0,28.0,28.100000381469727,28.100000381469727,77999
2021-10-13,28.200000762939453,30.0,27.799999237060547,30.0,30.0,600518
2021-10-14,31.0,32.0,29.701000213623047,29.700000762939453,29.700000762939453,117989
2021-10-15,30.0,30.0,29.399999618530273,30.0,30.0,248021
2021-10-18,29.200000762939453,29.215999603271484,29.0,29.200000762939453,29.200000762939453,50960
2021-10-19,29.0,29.003999710083008,28.399999618530273,28.399999618530273,28.399999618530273,27561
2021-10-20,28.799999237060547,29.0,26.600000381469727,27.5,27.5,99315
2021-10-21,27.799999237060547,28.399999618530273,27.0,27.700000762939453,27.700000762939453,232216
2021-10-22,27.200000762939453,28.104000091552734,27.200000762939453,27.799999237060547,27.799999237060547,1254
2021-10-25,27.399999618530273,27.459999084472656,27.0,27.0,27.0,24565
2021-10-26,28.0,28.0,26.399999618530273,28.0,28.0,125980
2021-10-27,27.200000762939453,28.0,27.0,28.0,28.0,27431
2021-10-28,27.799999237060547,27.799999237060547,27.05699920654297,27.5,27.5,131804
2021-10-29,27.799999237060547,28.0,27.059999465942383,28.0,28.0,13112
2021-11-01,28.0,28.0,27.0,28.0,28.0,5676
2021-11-02,26.799999237060547,27.799999237060547,26.799999237060547,26.799999237060547,26.799999237060547,80226
2021-11-03,26.799999237060547,28.0,26.02400016784668,26.700000762939453,26.700000762939453,261210
2021-11-04,27.600000381469727,27.799999237060547,26.0,26.399999618530273,26.399999618530273,15414
2021-11-05,26.399999618530273,26.399999618530273,26.0,26.0,26.0,10075
2021-11-08,26.0,26.0,25.0,26.0,26.0,14310
2021-11-09,26.799999237060547,27.0,25.0,26.0,26.0,33810
2021-11-10,26.799999237060547,26.799999237060547,25.0,25.600000381469727,25.600000381469727,163041
2021-11-11,26.0,26.0,25.899999618530273,25.700000762939453,25.700000762939453,500448
2021-11-12,25.0,26.799999237060547,24.04800033569336,24.399999618530273,24.399999618530273,1391768
2021-11-15,24.0,25.0,24.0,24.5,24.5,475374
2021-11-16,24.399999618530273,24.799999237060547,23.280000686645508,23.700000762939453,23.700000762939453,201025
