Date,Open,High,Low,Close,Adj Close,Volume,macd,signal,macd_diff,22EMA,impulse
2021-06-23,265.989990234375,266.8299865722656,264.42999267578125,265.2699890136719,263.7342834472656,19518700,3.669008454997453,2.644991703084658,1.0240167519127947,256.59940287473194,blue
2021-06-24,266.1600036621094,267.8500061035156,265.4700012207031,266.69000244140625,265.1460876464844,21446900,3.9367344436606686,2.903357834687619,1.0333766089730494,257.4947576470503,green
2021-06-25,266.2300109863281,267.25,264.760009765625,265.0199890136719,263.4857482910156,25611100,3.9722116131665643,3.1171402298041144,0.8550713833624499,258.1613001165215,blue
2021-06-28,266.19000244140625,268.8999938964844,265.9100036621094,268.7200012207031,267.1643371582031,19590000,4.2411109133591935,3.341944158107171,0.8991667552520224,259.09501959640716,green
2021-06-29,268.8699951171875,271.6499938964844,267.9800109863281,271.3999938964844,269.82879638671875,19937800,4.6111846237071745,3.5958010968504652,1.0153835268567093,260.18156186468076,green
2021-06-30,270.69000244140625,271.3599853515625,269.6000061035156,270.8999938964844,269.3316955566406,21656500,4.809341359830853,3.8385159153481974,0.9708254444826556,261.1267399420146,blue
2021-07-01,269.6099853515625,271.8399963378906,269.6000061035156,271.6000061035156,270.02764892578125,16725300,4.964070664307371,4.06363188539392,0.9004387789134514,262.04916780950293,blue
2021-07-02,272.82000732421875,278.0,272.5,277.6499938964844,276.0426330566406,26458000,5.500802846482202,4.351071205700411,1.1497316407817912,263.42166859463475,green
2021-07-06,278.0299987792969,279.3699951171875,274.29998779296875,277.6600036621094,276.0525817871094,31565600,5.859074752030324,4.652676219616995,1.2063985324133286,264.67302671700946,green
2021-07-07,279.3999938964844,280.69000244140625,277.1499938964844,279.92999267578125,278.3094177246094,23260000,6.250484924894806,4.97224160946428,1.278243315430526,266.0126628951899,green
2021-07-08,276.8999938964844,278.7300109863281,274.8699951171875,277.4200134277344,275.81396484375,24618600,6.288806417504873,5.235556976296397,1.0532494412084752,267.0134350036127,blue
2021-07-09,275.7200012207031,278.04998779296875,275.32000732421875,277.94000244140625,276.3309631347656,23916700,6.2878029411418765,5.446007707135931,0.8417952340059456,267.9712864722216,blue
2021-07-12,279.1600036621094,279.7699890136719,276.5799865722656,277.32000732421875,275.71453857421875,18931700,6.166454491854097,5.590097906431813,0.5763565854222836,268.79024152571435,blue
2021-07-13,277.5199890136719,282.8500061035156,277.3900146484375,280.9800109863281,279.3533630371094,26120100,6.289006846493237,5.729880348179353,0.5591264983138835,269.85738710085667,blue
2021-07-14,282.3500061035156,283.6600036621094,280.54998779296875,282.510009765625,280.87451171875,23113700,6.433720295006481,5.870648864222325,0.5630714307841558,270.9644021172643,green
2021-07-15,282.0,282.510009765625,279.8299865722656,281.0299987792969,279.4030456542969,22604200,6.356926248709954,5.967904632221473,0.3890216164884803,271.84459850757634,blue
2021-07-16,282.07000732421875,284.1000061035156,279.4599914550781,280.75,279.12469482421875,26186800,6.2021042450933805,6.014744666955455,0.1873595781379258,272.62295943707574,blue
2021-07-19,278.92999267578125,280.3699951171875,274.45001220703125,277.010009765625,275.4063720703125,32935600,5.714640423455705,5.954723703278181,-0.24008327982247568,273.0062306291019,blue
2021-07-20,278.0299987792969,280.9700012207031,276.260009765625,279.32000732421875,277.7029724121094,26259700,5.450136992861019,5.853806206539135,-0.4036692136781159,273.557603961426,blue
2021-07-21,278.8999938964844,281.5199890136719,277.2900085449219,281.3999938964844,279.7709045410156,24364300,5.3452504480998755,5.752094930153621,-0.4068444820537458,274.2422142264007,blue
2021-07-22,283.8399963378906,286.4200134277344,283.4200134277344,286.1400146484375,284.4834899902344,23384100,5.5772382445723565,5.717123558737546,-0.13988531416518946,275.2804935141059,green
2021-07-23,287.3699951171875,289.989990234375,286.5,289.6700134277344,287.9930419921875,22768100,5.974887644717057,5.768676416383764,0.2062112283332933,276.53582730291504,green
2021-07-26,289.0,289.69000244140625,286.6400146484375,289.04998779296875,287.3766174316406,23176100,6.169116308420712,5.848764445063224,0.3203518633574882,277.6272469765209,green
2021-07-27,289.42999267578125,289.5799865722656,282.95001220703125,286.5400085449219,284.88116455078125,33604100,6.051927145532716,5.889397005561499,0.16253013997121712,278.4043707649819,blue
2021-07-28,288.989990234375,290.1499938964844,283.8299865722656,286.2200012207031,284.5630187988281,33566900,5.865707614597966,5.884659125465423,-0.018951510867457166,279.0856726103892,blue
2021-07-29,286.239990234375,288.6199951171875,286.0799865722656,286.5,284.8414306640625,18168300,5.675133036181023,5.8427538941407215,-0.16762085795969828,279.7318531343365,blue
2021-07-30,285.1700134277344,286.6600036621094,283.9100036621094,284.9100036621094,283.2606201171875,20944800,5.334898692904005,5.741182827778433,-0.4062841348744275,280.1830556120029,blue
2021-08-02,286.3599853515625,286.7699890136719,283.739990234375,284.82000732421875,283.171142578125,16267400,5.00036218693441,5.593018669134029,-0.5926564821996188,280.58702783999655,blue
2021-08-03,285.4200134277344,287.2300109863281,284.0,287.1199951171875,285.45782470703125,17879000,4.863947626175332,5.447204436548492,-0.5832568103731601,281.15608819970186,green
2021-08-04,286.2200012207031,287.5899963378906,284.6499938964844,286.510009765625,284.8513488769531,16191300,4.6531427616745304,5.288392080667584,-0.6352493189930533,281.6223769761645,blue
2021-08-05,286.8800048828125,289.6300048828125,286.1000061035156,289.5199890136719,287.8439025878906,13900200,4.6741691217977746,5.165547475956575,-0.49137835415880016,282.3101094173262,green
2021-08-06,288.510009765625,289.5,287.6199951171875,289.4599914550781,287.7842712402344,16589300,4.632576172439428,5.058953206272595,-0.42637703383316694,282.9326512049073,green
2021-08-09,289.75,291.54998779296875,287.80999755859375,288.3299865722656,286.6607666015625,16117600,4.457309767345464,4.93862451037703,-0.4813147430315663,283.40254494671797,blue
2021-08-10,288.79998779296875,289.25,285.20001220703125,286.44000244140625,284.78173828125,18616600,4.118846998027948,4.7746689990667495,-0.6558220010388016,283.6669595211762,blue
2021-08-11,287.2099914550781,288.6600036621094,285.8599853515625,286.95001220703125,285.2887878417969,13955900,3.847295879975661,4.589194367247914,-0.7418984872722527,283.9527263924622,blue
2021-08-12,286.6300048828125,289.9700012207031,286.3399963378906,289.80999755859375,288.13226318359375,14561300,3.818268902410125,4.435009268959624,-0.6167403665494993,284.46251695028917,green
2021-08-13,289.4800109863281,292.8999938964844,289.29998779296875,292.8500061035156,291.1546630859375,18249000,3.9939493953412466,4.346797291800682,-0.35284789645943526,285.19246865563446,green
2021-08-16,293.19000244140625,294.82000732421875,290.0199890136719,294.6000061035156,292.8945007324219,22507600,4.225360520271465,4.322509936958438,-0.09714941668697286,286.01113473437516,green
2021-08-17,292.3900146484375,293.42999267578125,291.0799865722656,293.0799865722656,291.3832702636719,20075300,4.237476822290262,4.305503313724322,-0.06802649143406025,286.6262423843913,green
2021-08-18,292.0400085449219,294.82000732421875,290.2699890136719,290.7300109863281,289.60028076171875,21813000,4.011544107498821,4.246711471648212,-0.2351673641493912,286.98331702740563,blue
2021-08-19,288.69000244140625,297.4700012207031,288.6400146484375,296.7699890136719,295.61676025390625,29850500,4.269815566714783,4.251332290713777,0.018483276001005855,287.83482231103534,green
2021-08-20,299.7200012207031,305.8399963378906,298.05999755859375,304.3599853515625,303.1772766113281,40817600,5.028013310075664,4.406668495991366,0.6213448140842983,289.2725489154982,green
2021-08-23,303.25,305.3999938964844,301.8500061035156,304.6499938964844,303.4661865234375,22830200,5.587819973485068,4.642898793199706,0.9449211802853625,290.610360254784,green
2021-08-24,305.0199890136719,305.6499938964844,302.0,302.6199951171875,301.4440612792969,18175800,5.800994256810725,4.8745178872628925,0.9264763695478324,291.65513425687806,blue
2021-08-25,304.29998779296875,304.5899963378906,300.4200134277344,302.010009765625,300.8364562988281,20006100,5.853287495064649,5.070271809729913,0.7830156853347354,292.5559186984364,blue
2021-08-26,300.989990234375,302.42999267578125,298.95001220703125,299.0899963378906,297.92779541015625,17666100,5.594872791053433,5.175192006383383,0.4196807846700503,293.1243070462752,blue
2021-08-27,298.989990234375,300.8699951171875,296.8299865722656,299.7200012207031,298.5553283691406,22605700,5.378847072447684,5.215923019716981,0.16292405273070276,293.6980370763156,blue
2021-08-30,301.1199951171875,304.2200012207031,301.05999755859375,303.5899963378906,302.4102783203125,16348100,5.456704731594016,5.264079362206587,0.1926253693874287,294.5584695406066,green
2021-08-31,304.4200134277344,304.5,301.5,301.8800048828125,300.70697021484375,26285300,5.319224507342767,5.275108391254746,0.044116116088020796,295.19530190318983,blue
2021-09-01,302.8699951171875,305.19000244140625,301.489990234375,301.8299865722656,300.6571350097656,18983800,5.146900323074931,5.249466777579866,-0.1025664545049354,295.772377544612,blue
2021-09-02,302.20001220703125,303.3599853515625,300.17999267578125,301.1499938964844,299.9797668457031,16285600,4.8990262641586355,5.179378674810522,-0.28035241065188643,296.2401048021563,blue
2021-09-03,300.989990234375,302.6000061035156,300.260009765625,301.1400146484375,299.9698486328125,14747900,4.648193367718079,5.073141613288842,-0.4249482455707625,296.6662741361152,blue
2021-09-07,301.010009765625,301.0899963378906,298.20001220703125,300.17999267578125,299.0135192871094,17180400,4.322165322218893,4.92294635495814,-0.6007810327392464,296.9718739464138,blue
2021-09-08,299.7799987792969,300.6099853515625,297.4700012207031,300.2099914550781,299.04339599609375,15046800,4.019863483492998,4.74232978055283,-0.7224662970598326,297.2534990823622,blue
2021-09-09,300.82000732421875,302.1400146484375,297.0,297.25,296.0949401855469,19927000,3.501215368584951,4.494106898035808,-0.9928915294508567,297.2531947652957,red
2021-09-10,298.4200134277344,299.9200134277344,295.3800048828125,295.7099914550781,294.5609130859375,19633400,2.93218226982475,4.181721972269312,-1.2495397024445616,297.1189834279409,red
2021-09-13,297.54998779296875,298.5400085449219,294.0799865722656,296.989990234375,295.8359375,23652900,2.5550015044321412,3.856377878598325,-1.3013763741661837,297.10776512158026,red
2021-09-14,299.55999755859375,301.3900146484375,298.1000061035156,299.7900085449219,298.6250915527344,21853400,2.453633714960631,3.57582904579935,-1.1221953308387187,297.34103228948425,green
2021-09-15,303.260009765625,305.32000732421875,301.82000732421875,304.82000732421875,303.6355285644531,28356300,2.7473354375659937,3.410130324118925,-0.6627948865529314,297.9914507794481,green
2021-09-16,303.760009765625,305.30999755859375,300.760009765625,305.2200012207031,304.0339660644531,19550800,2.97802766454447,3.3237097921899514,-0.34568212764548134,298.6200846570035,green
2021-09-17,304.1700134277344,304.5,299.5299987792969,299.8699951171875,298.7047424316406,41372500,2.6982023151294925,3.19860829676155,-0.5004059816320576,298.728782670404,blue
2021-09-20,296.3299865722656,298.7200012207031,289.5199890136719,294.29998779296875,293.1563720703125,38278700,2.004034317402329,2.959693500864788,-0.9556591834624588,298.34363724432325,red
2021-09-21,295.69000244140625,297.5400085449219,294.07000732421875,294.79998779296875,293.6544189453125,22364100,1.4772072148912798,2.6631962436453476,-1.1859890287540678,298.0354698310516,red
2021-09-22,296.7300109863281,300.2200012207031,294.510009765625,298.5799865722656,297.41973876953125,26626300,1.349069150249079,2.4003708249485505,-1.0513016746994714,298.0828224776046,green
2021-09-23,298.8500061035156,300.8999938964844,297.5299987792969,299.55999755859375,298.39593505859375,18604600,1.3114584706165147,2.1825883540705138,-0.8711298834539991,298.2112808187131,green
2021-09-24,298.2300109863281,299.79998779296875,296.92999267578125,299.3500061035156,298.186767578125,14999000,1.2502981849463595,1.9961303202377176,-0.7458321352913582,298.31030627457267,green
2021-09-27,296.1400146484375,296.4700012207031,292.94000244140625,294.1700134277344,293.02691650390625,23571700,0.7750072446334002,1.7519057051085076,-0.9768984604751074,297.950261336568,red
2021-09-28,289.79998779296875,290.7799987792969,282.75,283.5199890136719,282.41827392578125,43186200,-0.4555981408481671,1.310404935905102,-1.766003076753269,296.6953930796699,red
2021-09-29,285.1000061035156,286.7699890136719,283.010009765625,284.0,282.8963928222656,26353700,-1.3762690459146256,0.7730701395294037,-2.1493391854440294,295.59139607839273,red
2021-09-30,285.7099914550781,287.8299865722656,281.6199951171875,281.9200134277344,280.82452392578125,32343600,-2.2478010730168876,0.16889589700957364,-2.4166969700264613,294.4025312534245,red
2021-10-01,282.1199951171875,289.9800109863281,281.2900085449219,289.1000061035156,287.9765930175781,30086300,-2.3323402247931426,-0.3313513273579722,-2.0009888974351706,293.94142477811715,blue
2021-10-04,287.3999938964844,287.75,280.25,283.1099853515625,282.0098571777344,31350700,-2.8497566607593967,-0.8350323940438976,-2.014724266715499,292.99952815519003,red
2021-10-05,284.04998779296875,290.3999938964844,284.04998779296875,288.760009765625,287.637939453125,24993000,-2.7720131107113843,-1.2224285373808657,-1.5495845733305187,292.630862830147,blue
2021-10-06,285.7799987792969,293.6300048828125,285.510009765625,293.1099853515625,291.9709777832031,28002600,-2.332552030394652,-1.4444532359852142,-0.8880987944094376,292.6725268501035,green
2021-10-07,295.17999267578125,296.6400146484375,293.9200134277344,294.8500061035156,293.7042541503906,20430500,-1.8228751761402577,-1.520137624016657,-0.30273755212360065,292.86187781839703,green
2021-10-08,296.2200012207031,296.6400146484375,293.760009765625,294.8500061035156,293.7042541503906,17685700,-1.4027824052593587,-1.4966665802650898,0.0938841750057311,293.03476266226227,green
2021-10-11,292.9200134277344,297.9700012207031,292.75,294.2300109863281,293.086669921875,19298600,-1.1071170215798247,-1.418756668527751,0.31163964694792634,293.1386995625406,green
2021-10-12,295.3399963378906,295.44000244140625,292.3500061035156,292.8800048828125,291.7419128417969,17974100,-0.9705359901147972,-1.3291125328448972,0.3585765427301,293.11620392571655,blue
2021-10-13,294.9100036621094,297.2799987792969,293.489990234375,296.30999755859375,295.1585998535156,23416300,-0.5788749159034978,-1.1790650094562647,0.6001900935527669,293.39393015305757,green
2021-10-14,299.2099914550781,303.2699890136719,297.8299865722656,302.75,301.57354736328125,27262900,0.24826797673182455,-0.8935984122181105,1.1418663889499352,294.2075149296664,green
2021-10-15,302.3399963378906,304.45001220703125,300.5199890136719,304.2099914550781,303.0278625488281,25384800,1.009941956961427,-0.5128903383816308,1.5228322953430578,295.07730866068016,green
2021-10-18,303.57000732421875,308.2099914550781,302.69000244140625,307.2900085449219,306.0959167480469,22729300,1.840866774641995,-0.04213891577633969,1.8830056904183348,296.1392972383589,green
2021-10-19,308.3500061035156,309.29998779296875,307.2200012207031,308.2300109863281,307.03228759765625,17682100,2.545877873311099,0.47546444204164584,2.0704134312694533,297.1906769160182,green
2021-10-20,309.2099914550781,309.70001220703125,306.1099853515625,307.4100036621094,306.2154541015625,16537100,3.003813749745177,0.9811343035827411,2.022679446162436,298.07932426111665,blue
2021-10-21,307.1700134277344,311.0199890136719,306.3599853515625,310.760009765625,309.55242919921875,16918100,3.5955850398674443,1.5040244508400034,2.091560589027441,299.18200416359355,green
2021-10-22,310.3999938964844,311.0899963378906,307.79998779296875,309.1600036621094,307.9586486816406,17449300,3.890618444900042,1.981343249652246,1.909275195247796,300.04966462620246,blue
2021-10-25,309.3599853515625,309.3999938964844,306.4599914550781,308.1300048828125,306.93267822265625,17554500,3.995270815405206,2.3841287628029963,1.6111420526022098,300.75230907025997,blue
2021-10-26,311.0,312.3999938964844,308.6000061035156,310.1099853515625,308.9049377441406,28107300,4.1896728807132035,2.745237586385151,1.4444352943280525,301.5660265656039,blue
2021-10-27,316.0,326.1000061035156,316.0,323.1700134277344,321.91424560546875,52588700,5.336018117565686,3.2633936926213885,2.0726244249442978,303.44464785067703,green
2021-10-28,324.3299865722656,324.8699951171875,321.3599853515625,324.3500061035156,323.0896301269531,26297900,6.267468500255347,3.8642086541483014,2.403259846107046,305.26251722237174,green
2021-10-29,324.1300048828125,332.0,323.8999938964844,331.6199951171875,330.33135986328125,34766000,7.505733700410929,4.592513663400944,2.9132200370099843,307.5544857882158,green
2021-11-01,331.3599853515625,331.489990234375,326.3699951171875,329.3699951171875,328.0901184082031,27073200,8.210866983367168,5.316184327394283,2.8946826559728853,309.45149715384025,blue
2021-11-02,330.30999755859375,333.45001220703125,330.0,333.1300048828125,331.83551025390625,26487100,8.96968455861736,6.046884373638973,2.922800184978387,311.5105082855028,green
2021-11-03,333.8999938964844,334.8999938964844,330.6499938964844,334.0,332.7021179199219,21500100,9.5313797666538,6.743783452241995,2.7875963144118048,313.46612533116627,blue
2021-11-04,332.8900146484375,336.5400085449219,329.510009765625,336.44000244140625,335.13262939453125,23992200,10.057472951307943,7.406521352055228,2.650951599252715,315.463862235658,blue
2021-11-05,338.510009765625,338.7900085449219,334.4200134277344,336.05999755859375,334.7541198730469,22570100,10.324725518121,7.990162185268413,2.3345633328525865,317.2548374496032,blue
2021-11-08,337.29998779296875,337.6499938964844,334.44000244140625,336.989990234375,335.6805114746094,20897000,10.490636014431914,8.490256951101134,2.0003790633307794,318.9709437502625,blue
2021-11-09,337.1099853515625,338.7200012207031,334.5299987792969,335.95001220703125,334.6445617675781,21307400,10.418111549124262,8.875827870705772,1.5422836784184906,320.4473892447923,blue
2021-11-10,334.57000732421875,334.6300048828125,329.9200134277344,330.79998779296875,329.5145568847656,25500900,9.831744931588275,9.067011282882278,0.764733648705997,321.34761785496124,blue
2021-11-11,331.25,333.7699890136719,330.510009765625,332.42999267578125,331.1382141113281,16849800,9.390324528470614,9.131673931999947,0.2586505964706678,322.311305211584,blue
2021-11-12,333.9200134277344,337.2300109863281,333.7900085449219,336.7200012207031,335.41156005859375,23831000,9.279687074237074,9.161276560447373,0.11841051378970135,323.5642383734126,blue
2021-11-15,337.5400085449219,337.8800048828125,334.0299987792969,336.07000732421875,334.76409912109375,16723000,9.035403074758335,9.136101863309564,-0.10069878855122916,324.6516989791312,blue
2021-11-16,335.67999267578125,340.6700134277344,335.510009765625,339.510009765625,338.19073486328125,20886800,9.015456946204324,9.111972879888516,-0.09651593368419142,325.9437286467113,green
2021-11-17,338.94000244140625,342.19000244140625,338.0,339.1199951171875,338.42022705078125,19053400,8.865977300355496,9.06277376398191,-0.19679646362641456,327.0894930882114,blue
2021-11-18,338.17999267578125,342.45001220703125,337.1199951171875,341.2699890136719,340.5657958984375,22463500,8.819334040857939,9.014085819357115,-0.19475177849917635,328.32258179298,green
2021-11-19,342.6400146484375,345.1000061035156,342.20001220703125,343.1099853515625,342.4020080566406,21963400,8.829063435429248,8.977081342571541,-0.14801790714229313,329.60844497387245,green
2021-11-22,344.6199951171875,349.6700134277344,339.54998779296875,339.8299865722656,339.1287536621094,31031100,8.474420322187314,8.876549138494696,-0.40212881630738195,330.4972759415218,blue
2021-11-23,337.04998779296875,339.45001220703125,333.55999755859375,337.67999267578125,336.98321533203125,30427600,7.928483505282202,8.686936011852197,-0.758452506569995,331.1218608159933,blue
2021-11-24,336.2799987792969,338.1600036621094,333.9100036621094,337.9100036621094,337.2127380371094,21661300,7.428750348776418,8.43529887923704,-1.0065485304606216,331.7121348064353,blue
2021-11-26,334.3500061035156,337.92999267578125,328.1199951171875,329.67999267578125,328.9997253417969,24217200,6.296043704614931,8.007447844312617,-1.7114041396976862,331.53542660388325,red
2021-11-29,334.94000244140625,339.0299987792969,334.739990234375,336.6300048828125,335.9353942871094,28563500,5.8912583425475304,7.584209943959599,-1.6929516014120685,331.97843384838217,green
2021-11-30,335.32000732421875,337.7799987792969,328.989990234375,330.5899963378906,329.9078369140625,42885600,5.0251613170070755,7.0724002185690935,-2.047238901562018,331.85770004291913,red
2021-12-01,335.1300048828125,339.2799987792969,329.3900146484375,330.0799865722656,329.3988952636719,33337600,4.248644201943819,6.507649015244037,-2.2590048133002183,331.7031161355563,red
2021-12-02,330.29998779296875,333.489990234375,327.79998779296875,329.489990234375,328.8100891113281,30766000,3.5447793027106513,5.915075072737359,-2.3702957700267078,331.51067026031336,red
2021-12-03,331.989990234375,332.70001220703125,318.0299987792969,323.010009765625,322.343505859375,41779300,2.4360032703713728,5.219260712264162,-2.783257441892789,330.77148188372564,red
2021-12-06,323.95001220703125,327.45001220703125,319.2300109863281,326.19000244140625,325.5169372558594,30032600,1.793216711668947,4.534051912145118,-2.7408352004761714,330.3730921172742,blue
2021-12-07,331.6400146484375,335.79998779296875,330.1000061035156,334.9200134277344,334.2289123535156,31021900,1.965581253124924,4.0203577803410795,-2.0547765272161556,330.7684768053459,green
2021-12-08,335.30999755859375,335.5,330.79998779296875,334.9700012207031,334.27880859375,24761000,2.08221249880188,3.6327287240332393,-1.5505162252313593,331.1338269454273,green
2021-12-09,334.4100036621094,336.489990234375,332.1199951171875,333.1000061035156,332.41265869140625,22214200,2.000688539139503,3.3063206870544923,-1.3056321479149893,331.30479912770596,green
