Date,Open,High,Low,Close,Adj Close,Volume,macd,signal,macd_diff,lowestMACD100,condition1
2021-04-26,2319.929931640625,2341.260009765625,2313.840087890625,2326.739990234375,2326.739990234375,1041700,0.0,0.0,0.0,,False
2021-04-27,2336.0,2337.449951171875,2304.27001953125,2307.1201171875,2307.1201171875,1598600,-0.4401894593843281,-0.24454969965796003,-0.19563975972636805,,False
2021-04-28,2407.14501953125,2452.3779296875,2374.85009765625,2379.909912109375,2379.909912109375,2986400,1.6963184419523714,0.5508880632970937,1.1454303786552775,,False
2021-04-29,2410.330078125,2436.52001953125,2402.280029296875,2429.889892578125,2429.889892578125,1977700,4.430979818981541,1.8652822894774619,2.565697529504079,,False
2021-04-30,2404.489990234375,2427.139892578125,2402.159912109375,2410.1201171875,2410.1201171875,1957100,5.036985767009355,2.8087923672772868,2.2281933997320684,,False
2021-05-03,2402.719970703125,2419.699951171875,2384.5,2395.169921875,2395.169921875,1689400,4.667319833824877,3.3125566428398874,1.3547631909849893,,False
2021-05-04,2369.739990234375,2379.260009765625,2311.699951171875,2354.25,2354.25,1756000,2.4961150938534047,3.105937067469975,-0.6098219736165702,,False
2021-05-05,2368.419921875,2382.199951171875,2351.409912109375,2356.739990234375,2356.739990234375,1090300,1.1185449064782915,2.6283293582658023,-1.5097844517875108,,False
2021-05-06,2350.639892578125,2382.7099609375,2342.337890625,2381.35009765625,2381.35009765625,1030900,1.3685813281231276,2.33732131366064,-0.9687399855375123,,False
2021-05-07,2400.0,2416.409912109375,2390.0,2398.68994140625,2398.68994140625,1163600,2.419203129694779,2.355667593685185,0.06353553600959394,,False
2021-05-10,2374.889892578125,2378.0,2334.72998046875,2341.659912109375,2341.659912109375,1300300,0.10616437564704029,1.8634891430960285,-1.7573247674489882,,False
2021-05-11,2291.860107421875,2322.0,2283.0,2308.760009765625,2308.760009765625,1605500,-3.3983073322360724,0.7334759314183517,-4.131783263654424,,False
2021-05-12,2261.7099609375,2285.3701171875,2230.050048828125,2239.080078125,2239.080078125,1746700,-9.888330342962036,-1.5144673100885933,-8.373863032873443,,False
2021-05-13,2261.090087890625,2276.60107421875,2242.719970703125,2261.969970703125,2261.969970703125,1333500,-13.291159729406445,-3.9781601509855506,-9.312999578420895,,False
2021-05-14,2291.830078125,2321.139892578125,2283.320068359375,2316.159912109375,2316.159912109375,1331200,-12.47210307163823,-5.738899234170204,-6.733203837468026,,False
2021-05-17,2309.320068359375,2323.340087890625,2295.0,2321.409912109375,2321.409912109375,992100,-11.375436406852714,-6.898856564974042,-4.476579841878672,,False
2021-05-18,2336.906005859375,2343.14990234375,2303.159912109375,2303.429931640625,2303.429931640625,865100,-11.510589985228307,-7.842451109214036,-3.6681388760142717,,False
2021-05-19,2264.39990234375,2316.760009765625,2263.52001953125,2308.7099609375,2308.7099609375,967500,-11.13988415266931,-8.514035914215297,-2.6258482384540134,,False
2021-05-20,2328.0400390625,2360.340087890625,2321.090087890625,2356.090087890625,2356.090087890625,1191600,-7.6801176289664,-8.344813505235845,0.6646958762694446,,False
2021-05-21,2365.989990234375,2369.0,2342.3701171875,2345.10009765625,2345.10009765625,1141600,-5.637209607127716,-7.796976596078369,2.159766988950653,,False
2021-05-24,2367.0,2418.47998046875,2360.110107421875,2406.669921875,2406.669921875,1062200,0.08217638316182274,-6.206476223569929,6.288652606731752,,False
2021-05-25,2420.0,2432.889892578125,2402.989990234375,2409.070068359375,2409.070068359375,941900,4.670199726188912,-4.014970576092116,8.685170302281028,,False
2021-05-26,2412.8349609375,2442.944091796875,2412.514892578125,2433.530029296875,2433.530029296875,1092800,9.83482290742495,-1.2285638371491705,11.063386744574121,,False
2021-05-27,2436.93994140625,2440.0,2402.0,2402.510009765625,2402.510009765625,1948100,11.597458635821113,1.3488119705730321,10.248646665248081,,False
2021-05-28,2421.9599609375,2428.139892578125,2407.68994140625,2411.56005859375,2411.56005859375,1205400,13.460810746155403,3.780397997974317,9.680412748181086,,False
2021-06-01,2422.0,2437.970947265625,2404.8798828125,2429.81005859375,2429.81005859375,958300,16.035037394856772,6.238755807926564,9.796281586930208,,False
2021-06-02,2435.31005859375,2442.0,2404.199951171875,2421.280029296875,2421.280029296875,857900,17.248724471137848,8.446086538794772,8.802637932343076,,False
2021-06-03,2395.02001953125,2409.7451171875,2382.830078125,2404.610107421875,2404.610107421875,917300,16.80205451544225,10.120518957458863,6.681535557983388,,False
2021-06-04,2422.52001953125,2453.85888671875,2417.77001953125,2451.760009765625,2451.760009765625,1297400,19.65702568360166,12.030776282722774,7.626249400878885,,False
2021-06-07,2451.320068359375,2468.0,2441.072998046875,2466.090087890625,2466.090087890625,1192500,22.698440857321657,14.166953657145363,8.531487200176294,,False
2021-06-08,2479.89990234375,2494.4951171875,2468.239990234375,2482.85009765625,2482.85009765625,1253000,26.036670613188562,16.54325041867906,9.4934201945095,,False
2021-06-09,2499.5,2505.0,2487.330078125,2491.39990234375,2491.39990234375,1006300,28.973135742400245,19.03119863908263,9.941937103317617,,False
2021-06-10,2494.010009765625,2523.260009765625,2494.0,2521.60009765625,2521.60009765625,1561700,33.169978635956795,21.860748078480075,11.30923055747672,,False
2021-06-11,2524.919921875,2526.989990234375,2498.2900390625,2513.929931640625,2513.929931640625,1262000,35.49741767504156,24.58946562196511,10.90795205307645,,False
2021-06-14,2513.389892578125,2528.22998046875,2500.93994140625,2527.0400390625,2527.0400390625,1127500,37.88968428354019,27.25058883410001,10.63909544944018,,False
2021-06-15,2530.43994140625,2537.239990234375,2512.969970703125,2520.659912109375,2520.659912109375,1109100,38.844915195522844,29.570206865473157,9.274708330049688,,False
2021-06-16,2524.949951171875,2530.469970703125,2482.9990234375,2513.929931640625,2513.929931640625,1315800,38.63707040919371,31.384050474941034,7.253019934252677,,False
2021-06-17,2510.4599609375,2543.929931640625,2510.300048828125,2527.419921875,2527.419921875,1287800,39.053381398930014,32.9182352974602,6.1351461014698145,,False
2021-06-18,2514.110107421875,2527.780029296875,2492.06005859375,2511.35009765625,2511.35009765625,2665300,37.70729249254373,33.876205906646014,3.8310865858977152,,False
