Date,Open,High,Low,Close,Adj Close,Volume
2021-05-11,1467.5,1472.0,1431.5,1434.5,1359.6722412109375,5778139
2021-05-12,1433.5,1477.0,1433.5,1447.5,1371.994140625,2626300
2021-05-13,1450.0,1488.0,1437.0,1484.0,1406.590087890625,4849702
2021-05-14,1508.5,1542.5,1500.5,1535.0,1454.9298095703125,2704463
2021-05-17,1543.0,1552.5,1511.0,1520.0,1440.7122802734375,2424772
2021-05-18,1534.5,1535.0,1519.5,1524.5,1444.9775390625,2660062
2021-05-19,1517.5,1524.0,1502.5,1511.5,1432.65576171875,1255748
2021-05-20,1515.5,1538.5,1514.5,1538.5,1458.247314453125,1174051
2021-05-21,1539.0,1542.5,1527.5,1536.5,1456.3516845703125,994060
2021-05-24,1543.5,1548.5,1531.0,1535.0,1454.9298095703125,810023
2021-05-25,1542.0,1551.5,1532.70703125,1550.0,1469.1474609375,1835463
2021-05-26,1535.5,1552.0,1515.72705078125,1542.0,1461.5648193359375,1747778
2021-05-27,1537.5,1562.0,1522.5,1522.5,1443.0819091796875,4945862
2021-05-28,1529.0,1567.0,1524.31298828125,1542.0,1461.5648193359375,2177306
2021-06-01,1546.5,1568.5,1540.2969970703125,1564.0,1482.4171142578125,2257964
2021-06-02,1563.0,1575.5,1535.0,1539.5,1459.195068359375,2083987
2021-06-03,1541.5,1544.0,1511.0,1538.0,1457.7733154296875,1948918
2021-06-04,1538.0,1549.5,1530.5,1538.5,1458.247314453125,2281286
2021-06-07,1538.0,1560.5,1528.4420166015625,1557.0,1475.7822265625,1523616
2021-06-08,1560.0,1567.949951171875,1551.0,1561.5,1480.047607421875,1983359
2021-06-09,1556.5,1558.5,1542.0,1546.0,1465.3560791015625,7625155
2021-06-10,1551.0,1564.0,1544.2010498046875,1546.5,1465.8299560546875,1181742
2021-06-11,1547.5,1562.5,1546.5,1559.5,1478.15185546875,1345794
2021-06-14,1575.0,1581.5,1566.0,1579.5,1497.108642578125,1021921
2021-06-15,1587.5,1594.0,1573.5,1573.5,1491.4215087890625,1566471
2021-06-16,1579.5,1590.0,1567.5,1570.0,1488.104248046875,2361362
2021-06-17,1554.5,1556.5,1525.0,1552.0,1471.0430908203125,2684804
2021-06-18,1548.5,1556.2049560546875,1526.5,1526.5,1446.8731689453125,4030194
2021-06-21,1507.0,1524.5,1497.1629638671875,1516.5,1437.3948974609375,1912344
2021-06-22,1537.0,1537.0,1508.5,1518.0,1438.816650390625,2478075
2021-06-23,1522.0,1529.0,1510.5,1512.5,1433.603515625,1868455
2021-06-24,1512.5,1519.5,1499.5,1516.0,1436.9208984375,2356922
2021-06-25,1524.5,1525.0,1506.7049560546875,1516.5,1437.3948974609375,2227537
2021-06-28,1518.0,1526.06103515625,1514.0,1523.0,1443.5557861328125,2350181
2021-06-29,1526.0,1539.5,1520.5,1524.0,1444.503662109375,3809766
2021-06-30,1522.0,1526.5,1498.0,1500.5,1422.2293701171875,2511873
2021-07-01,1503.0,1521.0,1492.5,1510.5,1431.7078857421875,3547761
2021-07-02,1519.0,1524.0,1510.0,1512.5,1433.603515625,1508390
2021-07-05,1519.0,1519.5,1507.5,1517.0,1437.868896484375,1027496
2021-07-06,1513.0,1524.0,1506.5,1524.0,1444.503662109375,4300948
