Date,Open,High,Low,Close,Adj Close,Volume
2021-05-13,151.5,151.0,149.0,150.0,143.34771728515625,230442
2021-05-14,150.0,150.36000061035156,146.5,150.0,143.34771728515625,538516
2021-05-17,150.0,151.0,149.0,150.0,143.34771728515625,164958
2021-05-18,150.0,151.0,149.0,149.75,143.10879516601562,2741274
2021-05-19,149.75,151.0,149.0,150.0,143.34771728515625,137100
2021-05-20,150.0,150.60000610351562,149.61000061035156,150.0,143.34771728515625,548077
2021-05-21,150.0,150.5800018310547,149.0,149.0,142.39205932617188,715488
2021-05-24,150.0,150.4759979248047,149.60000610351562,150.0,143.34771728515625,154220
2021-05-25,150.5,154.0,149.5,152.75,145.97576904296875,1085204
2021-05-26,153.0,158.0,152.0,156.5,149.5594482421875,563693
2021-05-27,156.5,159.0,156.0,157.25,150.27618408203125,519099
2021-05-28,157.25,158.0,156.16799926757812,156.5,149.5594482421875,283506
2021-06-01,157.0,159.0,156.0,158.0,150.992919921875,168000
2021-06-02,158.0,160.0,157.0,158.75,151.7096710205078,161906
2021-06-03,158.75,160.0,157.5,158.5,151.4707489013672,71759
2021-06-04,158.75,160.0,158.0,159.5,152.42640686035156,130597
2021-06-07,158.75,161.0,158.0,159.75,152.66531372070312,95610
2021-06-08,159.75,163.0,159.0,161.5,154.33770751953125,234613
2021-06-09,161.5,162.10000610351562,159.0,159.5,152.42640686035156,1225952
2021-06-10,159.5,161.0,159.0,159.75,152.66531372070312,192041
2021-06-11,159.75,163.0,159.0,162.0,154.81553649902344,538510
2021-06-14,162.0,166.0,161.0,166.0,158.6381378173828,825301
2021-06-15,165.0,165.843994140625,164.89999389648438,165.0,157.68247985839844,673623
2021-06-16,165.0,166.0,164.0,164.0,156.72683715820312,904536
2021-06-17,162.25,165.5,160.0,160.75,157.80670166015625,642704
2021-06-18,161.0,162.0,160.0,161.25,158.29754638671875,874066
2021-06-21,161.25,162.0,160.0,161.25,158.29754638671875,668575
