Segment,Sector,Issuer Name,ISIN,Sedol,Security Type,MiFIR Identifier,Currency,Trading Parameter Code,Price Tick Table ID,Country of Register,Mnemonic,Short Name,Long Name,Professional Investor Only,EMS,Max Spread Floor,Max Spread Perc.,ADT / PTS (EU),ADT / PTS (UK),Issuer Version Start Date
AMSM,AS50,CERES POWER HOLDINGS PLC,GB00BG5KQW09,BG5KQW0,DE,SHRS,GBX,TP_27,TM_47,GB,CWR,CERES POWER,ORD 10P,N,3000.0,3.0,10.0,2722783.0,12059072.0,20/09/2019
AMSM,AS50,VICTORIAN PLUMBING GROUP PLC,GB00BNVVHD43,BNVVHD4,DE,SHRS,GBX,TP_27,TM_45,GB,VIC,VICTORIAN PLUM,ORD GBP0.001,N,7500.0,3.0,10.0,187647.0,2057925.0,20/09/2021
AMSM,AS50,REVOLUTION BEAUTY GROUP PLC,GB00BP7L1T61,BP7L1T6,DE,SHRS,GBX,TP_27,TM_44,GB,REVB,REVOLUTION BG,ORD GBP0.01,N,3000.0,3.0,10.0,7474.0,633071.0,23/02/2022
AMSM,AS50,BIG TECHNOLOGIES PLC,GB00BN2TR932,BN2TR93,DE,SHRS,GBX,TP_27,TM_44,GB,BIG,BIG TECH PLC,ORD GBP0.01,N,3000.0,3.0,10.0,29736.0,1076383.0,20/12/2021
AMSM,AS50,LBG MEDIA PLC,GB00BKPH9R58,BKPH9R5,DE,SHRS,GBX,TP_27,TM_48,GB,LBG,LBG MEDIA,ORD GBP0.001,N,1500.0,3.0,10.0,0.0,0.0,21/03/2022
AMSM,ASM6,SEEING MACHINES LD,AU0000XINAJ0,B0SDC48,DE,SHRS,GBX,TP_27,TM_45,GB,SEE,SEEING,ORD NPV (DI),N,100000.0,3.0,10.0,51162.0,1112221.0,12/07/2021
AMSM,ASM6,GRIFFIN MINING LD,BMG319201049,0050384,DE,SHRS,GBX,TP_27,TM_44,GB,GFM,GRIFFIN MINING,ORD $0.01,N,10000.0,3.0,10.0,42211.0,305255.0,18/02/2021
AMSM,ASM6,ACCESSO TECHNOLOGY GROUP PLC,GB0001771426,0177142,DE,SHRS,GBX,TP_27,TM_44,GB,ACSO,ACCESSO TECH,ORD 1P,N,1500.0,3.0,10.0,399887.0,996079.0,19/11/2021
AMSM,ASM6,GOOCH & HOUSEGO PLC,GB0002259116,0225911,DE,SHRS,GBX,TP_27,TM_44,GB,GHH,GOOCH & HOUSEGO,ORD 20P,N,300.0,3.0,10.0,32855.0,387591.0,20/12/2021
AMSM,ASM6,IDOX PLC,GB0002998192,0299819,DE,SHRS,GBX,TP_27,TM_44,GB,IDOX,IDOX,ORD 1P,N,10000.0,3.0,10.0,80271.0,479435.0,21/03/2018
AMSM,ASM6,IOMART GROUP PLC,GB0004281639,0428163,DE,SHRS,GBX,TP_27,TM_45,GB,IOM,IOMART,ORD 1P,N,2000.0,3.0,10.0,13073.0,619442.0,21/06/2021
AMSM,ASM6,APPRECIATE GROUP PLC,GB0006710643,0671064,DE,SHRS,GBX,TP_27,TM_44,GB,APP,APPRECIATE GRP.,ORD 2P,N,15000.0,3.0,10.0,568.0,132571.0,21/03/2022
AMSM,ASM6,MOTHERCARE PLC,GB0009067447,0906744,DE,SHRS,GBX,TP_27,TM_44,GB,MTC,MOTHERCARE,ORD 1P,N,30000.0,3.0,10.0,2043.0,139356.0,20/09/2021
AMSM,ASM6,EKF DIAGNOSTICS HOLDINGS PLC,GB0031509804,3150980,DE,SHRS,GBX,TP_27,TM_44,GB,EKF,EKF DIAGNOSTICS,ORD 1P,N,7500.0,3.0,10.0,7715.0,594443.0,22/03/2021
AMSM,ASM6,FUTURA MEDICAL PLC,GB0033278473,3327847,DE,SHRS,GBX,TP_27,TM_45,GB,FUM,FUTURA MED.,ORD 0.2P,N,10000.0,3.0,10.0,5171.0,622565.0,20/09/2021
AMSM,ASM6,IMMUPHARMA PLC,GB0033711010,3371101,DE,SHRS,GBX,TP_27,TM_44,GB,IMM,IMMUPHARMA,ORD 10P,N,50000.0,3.0,10.0,5694.0,116004.0,30/01/2018
AMSM,ASM6,M&C SAATCHI PLC,GB00B01F7T14,B01F7T1,DE,SHRS,GBX,TP_27,TM_45,GB,SAA,M&C SAATCHI,ORD 1P,N,3000.0,3.0,10.0,18929.0,427809.0,23/09/2019
AMSM,ASM6,BEGBIES TRAYNOR GROUP PLC,GB00B0305S97,B0305S9,DE,SHRS,GBX,TP_27,TM_45,GB,BEG,BEGBIES,ORD 5P,N,3000.0,3.0,10.0,7868.0,467041.0,21/12/2020
AMSM,ASM6,SYNAIRGEN PLC,GB00B0381Z20,B0381Z2,DE,SHRS,GBX,TP_27,TM_46,GB,SNG,SYNAIRGEN,ORD 1P,N,15000.0,3.0,10.0,23859.0,4142920.0,29/10/2020
AMSM,ASM6,STAFFLINE GROUP PLC,GB00B040L800,B040L80,DE,SHRS,GBX,TP_27,TM_44,GB,STAF,STAFFLINE,ORD 10P,N,10000.0,3.0,10.0,8312.0,362775.0,21/09/2020
AMSM,ASM6,ROCKHOPPER EXPLORATION PLC,GB00B0FVQX23,B0FVQX2,DE,SHRS,GBX,TP_27,TM_44,GB,RKH,ROCKHOPPER,ORD 1P,N,50000.0,3.0,10.0,430.0,157960.0,15/08/2017
AMSM,ASM6,QUADRISE FUELS INTERNATIONAL PLC,GB00B11DDB67,B11DDB6,DE,SHRS,GBX,TP_27,TM_44,GB,QFI,QUADRISE,ORD 1P,N,200000.0,3.0,10.0,1025.0,216594.0,18/06/2018
AMSM,ASM6,VELOCYS PLC,GB00B11SZ269,B11SZ26,DE,SHRS,GBX,TP_27,TM_45,GB,VLS,VELOCYS,ORD 1P,N,75000.0,3.0,10.0,184663.0,604969.0,22/03/2021
AMSM,ASM6,H&T GROUP PLC,GB00B12RQD06,B12RQD0,DE,SHRS,GBX,TP_27,TM_44,GB,HAT,H&T GROUP PLC,ORD 5P,N,1500.0,3.0,10.0,5384.0,162217.0,21/06/2021
AMSM,ASM6,AFC ENERGY PLC,GB00B18S7B29,B18S7B2,DE,SHRS,GBX,TP_27,TM_46,GB,AFC,AFC ENERGY,ORD 0.1P,N,20000.0,3.0,10.0,1678991.0,3390359.0,21/03/2022
AMSM,ASM6,VERTU MOTORS PLC,GB00B1GK4645,B1GK464,DE,SHRS,GBX,TP_27,TM_45,GB,VTU,VERTU MOTORS,ORD 10P,N,15000.0,3.0,10.0,98088.0,758757.0,15/08/2017
AMSM,ASM6,BROWN(N.)GROUP PLC,GB00B1P6ZR11,B1P6ZR1,DE,SHRS,GBX,TP_27,TM_45,GB,BWNG,BROWN(N.) GRP.,ORD 11 1/19P,N,15000.0,3.0,10.0,22694.0,984714.0,23/12/2020
AMSM,ASM6,CHAARAT GOLD HOLDINGS LD,VGG203461055,B24FXV6,DE,SHRS,GBX,TP_27,TM_44,GB,CGH,CHAARAT GOLD,ORD USD0.01 (DI),N,20000.0,3.0,10.0,11300.0,108872.0,22/03/2021
AMSM,ASM6,E-THERAPEUTICS PLC,GB00B2823H99,B2823H9,DE,SHRS,GBX,TP_27,TM_44,GB,ETX,E-THERAPEUTICS,ORD 0.1P,N,15000.0,3.0,10.0,34788.0,282092.0,20/12/2021
AMSM,ASM6,CHARIOT LIMITED,GG00B2R9PM06,B2R9PM0,DE,SHRS,GBX,TP_27,TM_44,GG,CHAR,CHARIOT LTD,ORD 1P,N,75000.0,3.0,10.0,795.0,203527.0,17/01/2022
AMSM,ASM6,BREEDON GROUP PLC,JE00B2419D89,B2419D8,IE,SHRS,GBX,TP_27,TM_45,JE,BREE,BREEDON,ORD NPV,N,30000.0,3.0,10.0,1054262.0,4053099.0,30/09/2020
AMSM,ASM6,AFENTRA PLC,GB00B4X3Q493,B4X3Q49,DE,SHRS,GBX,TP_27,TM_44,GB,AET,AFENTRA,ORD 10P,N,30000.0,3.0,10.0,362.0,373005.0,05/05/2021
AMSM,ASM6,ZANAGA IRON,VGG9888M1023,B5W9W47,DE,SHRS,GBX,TP_27,TM_43,GB,ZIOC,ZANAGA IRON,ORD NPV (DI),N,100000.0,3.0,10.0,0.0,10260.0,23/12/2019
AMSM,ASM6,LIVERMORE INVESTMENTS GROUP LD,VGG550931015,B08N4M0,DE,SHRS,GBX,TP_27,TM_43,GB,LIV,LIVERMORE,ORD NPV,N,7500.0,3.0,10.0,0.0,48562.0,20/12/2021
AMSM,ASM6,WANDISCO PLC,JE00B6Y3DV84,B6Y3DV8,IE,SHRS,GBX,TP_27,TM_45,JE,WAND,WANDISCO,ORD 10P,N,1000.0,3.0,10.0,129386.0,576344.0,07/09/2018
AMSM,ASM6,REDCENTRIC PLC,GB00B7TW1V39,B7TW1V3,DE,SHRS,GBX,TP_27,TM_44,GB,RCN,REDCENTRIC,ORD 0.1P,N,5000.0,3.0,10.0,23592.0,376852.0,22/03/2021
AMSM,ASM6,VERSARIEN PLC,GB00B8YZTJ80,B8YZTJ8,DE,SHRS,GBX,TP_27,TM_45,GB,VRS,VERSARIEN,ORD 1P,N,15000.0,3.0,10.0,3985.0,428979.0,22/03/2021
AMSM,ASM6,GLOBALWORTH REAL ESTATE INVESTMENTS,GG00B979FD04,B979FD0,IE,SHRS,EUR,TP_27,TM_44,GG,GWI,GLOBALWORTH,ORD NPV,N,750.0,0.03,10.0,0.0,412391.0,21/09/2020
AMSM,ASM6,GAMING REALMS PLC,GB00BBHXD542,BBHXD54,DE,SHRS,GBX,TP_27,TM_45,GB,GMR,GAMING REALMS,ORD 10P,N,50000.0,3.0,10.0,2156.0,411370.0,24/09/2018
AMSM,ASM6,BLUEJAY MINING PLC,GB00BFD3VF20,BFD3VF2,DE,SHRS,GBX,TP_27,TM_45,GB,JAY,BLUEJAY MIN,ORD 0.01P,N,75000.0,3.0,10.0,7819.0,447336.0,19/03/2018
AMSM,ASM6,HURRICANE ENERGY PLC,GB00B580MF54,B580MF5,DE,SHRS,GBX,TP_27,TM_45,GB,HUR,HURRICANE ENERG,ORD 0.1P,N,300000.0,3.0,10.0,6370.0,877750.0,20/12/2021
AMSM,ASM6,CIRCASSIA GROUP PLC,GB00BJVD3B28,BJVD3B2,DE,SHRS,GBX,TP_27,TM_44,GB,CIR,CIRCASSIA,ORD 0.08P,N,15000.0,3.0,10.0,30495.0,283638.0,04/05/2020
AMSM,ASM6,BOOHOO GROUP PLC,JE00BG6L7297,BG6L729,IE,SHRS,GBX,TP_27,TM_47,JE,BOO,BOOHOO,ORD 1P,N,15000.0,3.0,10.0,7647608.0,28859069.0,13/07/2018
AMSM,ASM6,TREMOR INTERNATIONAL LTD,IL0011320343,BM7RZM4,DE,SHRS,GBX,TP_27,TM_46,GB,TRMR,TREMOR INT LTD,ORD NIS0.01 (DI),N,3000.0,3.0,10.0,161149.0,4405487.0,19/10/2020
AMSM,ASM6,EPWIN GROUP PLC,GB00BNGY4Y86,BNGY4Y8,DE,SHRS,GBX,TP_27,TM_44,GB,EPWN,EPWIN GRP,ORD 0.05P,N,10000.0,3.0,10.0,2984.0,129408.0,15/08/2017
AMSM,ASM6,SMOOVE PLC,GB00BNG8T458,BNG8T45,DE,SHRS,GBX,TP_27,TM_44,GB,SMV,SMOOVE PLC,ORD 0.4P,N,5000.0,3.0,10.0,6.0,142987.0,08/04/2022
AMSM,ASM6,SAVANNAH ENERGY PLC,GB00BP41S218,BP41S21,DE,SHRS,GBX,TP_27,TM_45,GB,SAVE,SAVANNAH ENERGY,ORD GBP0.001,N,75000.0,3.0,10.0,8338.0,670580.0,18/05/2020
AMSM,ASM6,ACCSYS TECHNOLOGIES PLC,GB00BQQFX454,BQQG1H7,DE,SHRS,GBX,TP_27,TM_44,GB,AXS,ACCSYS TECH,ORD EUR0.05,N,3000.0,3.0,10.0,418508.0,303225.0,22/03/2021
AMSM,ASM6,HSS HIRE GROUP PLC,GB00BVFD4645,BVFD464,DE,SHRS,GBX,TP_27,TM_44,GB,HSS,HSS HIRE,ORD GBP0.01,N,20000.0,3.0,10.0,16817.0,305972.0,20/09/2021
AMSM,ASM6,ATLANTIC LITHIUM LIMITED,AU0000XINEX3,BVVHYX7,DE,SHRS,GBX,TP_27,TM_44,GB,ALL,ATLANTIC LITH,ORD NPV (DI),N,20000.0,3.0,10.0,1177.0,486188.0,20/12/2021
AMSM,ASM6,SAN LEON ENERGY PLC,IE00BWVFTP56,BWVFTP5,IE,SHRS,GBX,TP_27,TM_44,IE,SLE,SAN LEON,ORD EUR0.01 (CDI),N,20000.0,3.0,10.0,552.0,171039.0,15/03/2021
AMSM,ASM6,PURPLEBRICKS GROUP PLC,GB00BYV2MV74,BYV2MV7,DE,SHRS,GBX,TP_27,TM_45,GB,PURP,PURPLEBRICKS,ORD 1P,N,15000.0,3.0,10.0,5969.0,624751.0,22/06/2020
AMSM,ASM6,MORSES CLUB PLC,GB00BZ6C4F71,BZ6C4F7,DE,SHRS,GBX,TP_27,TM_44,GB,MCL,MORSES CLUB,ORD GBP0.01,N,30000.0,3.0,10.0,11861.0,195823.0,22/03/2021
AMSM,ASM6,JOULES GROUP PLC,GB00BZ059357,BZ05935,DE,SHRS,GBX,TP_27,TM_45,GB,JOUL,JOULES GRP,ORD 1P,N,5000.0,3.0,10.0,34961.0,635649.0,21/09/2020
AMSM,ASM6,VICTORIA PLC,GB00BZC0LC10,BZC0LC1,DE,SHRS,GBX,TP_27,TM_44,GB,VCP,VICTORIA,ORD 5P,N,2000.0,3.0,10.0,650176.0,2861349.0,14/03/2022
AMSM,ASM6,KEFI GOLD AND COPPER PLC,GB00BD8GP619,BD8GP61,DE,SHRS,GBX,TP_27,TM_45,GB,KEFI,KEFI GOLD,ORD 0.1P,N,500000.0,3.0,10.0,3640.0,246458.0,21/09/2020
AMSM,ASM6,I3 ENERGY PLC,GB00BDHXPJ60,BDHXPJ6,DE,SHRS,GBX,TP_27,TM_45,GB,I3E,I3 ENERGY,ORD 0.01P,N,30000.0,3.0,10.0,9514.0,473370.0,26/07/2021
AMSM,ASM6,GREENCOAT RENEWABLES PLC,IE00BF2NR112,BF4TVJ3,IE,SHRS,EUR,TP_27,TM_44,IE,GRP,GREENCOAT RENE.,ORD EUR0.01 (CDI),N,10000.0,0.03,10.0,1478927.0,825333.0,15/03/2021
AMSM,ASM6,STRIX GROUP PLC,IM00BF0FMG91,BF0FMG9,DE,SHRS,GBX,TP_27,TM_45,IM,KETL,STRIX GROUP,ORD 1P,N,5000.0,3.0,10.0,196461.0,1918209.0,04/12/2017
AMSM,ASM6,NOVACYT S.A.,FR0010397232,BF16YK9,DE,SHRS,GBX,TP_27,TM_47,GB,NCYT,NOVACYT,EUR1/15TH (CDI),N,7500.0,3.0,10.0,7698959.0,4557744.0,29/10/2020
AMSM,ASM6,TEN LIFESTYLE GROUP PLC,GB00BF188X60,BF188X6,DE,SHRS,GBX,TP_27,TM_43,GB,TENG,TEN LIFE,ORD 0.1P,N,5000.0,3.0,10.0,1344.0,88767.0,22/03/2021
AMSM,ASM6,FINTEL PLC,GB00BG1THS43,BG1THS4,DE,SHRS,GBX,TP_27,TM_44,GB,FNTL,FINTEL,ORD GBP0.01,N,2000.0,3.0,10.0,638.0,345491.0,10/03/2021
AMSM,ASM6,KNIGHTS GROUP HOLDINGS PLC,GB00BFYF6298,BFYF629,DE,SHRS,GBX,TP_27,TM_44,GB,KGH,KNIGHTS GROUP .,ORD 0.2P,N,2000.0,3.0,10.0,11085.0,863476.0,20/12/2021
AMSM,ASM6,YELLOW CAKE PLC,JE00BF50RG45,BF50RG4,IE,SHRS,GBX,TP_27,TM_46,JE,YCA,YELLOW CAKE PLC,ORD GBP0.01,N,5000.0,3.0,10.0,506833.0,4903562.0,24/12/2018
AMSM,ASM6,LITIGATION CAPITAL MANAGEMENT LTD,AU000000LCA6,BD2PHW4,DE,SHRS,GBX,TP_27,TM_44,GB,LIT,LITIGATION CAP.,ORD NPV (DI),N,5000.0,3.0,10.0,3383.0,364421.0,23/09/2019
AMSM,ASM6,HUTCHMED (CHINA) LIMITED,KYG4672N1198,BJQ2P07,DE,SHRS,GBX,TP_27,TM_45,GB,HCM,HUTCHMED,ORD USD0.10,N,3000.0,3.0,10.0,13570.0,1020941.0,06/05/2021
AMSM,ASM6,ARGENTEX GROUP PLC,GB00BJLPH056,BJLPH05,DE,SHRS,GBX,TP_27,TM_44,GB,AGFX,ARGENTEX GROUP.,ORD £0.0001,N,5000.0,3.0,10.0,2432.0,462253.0,21/09/2020
AMSM,ASM6,BURFORD CAPITAL LIMITED,GG00BMGYLN96,BMGYLN9,IE,SHRS,GBX,TP_27,TM_46,GG,BUR,BURFORD CAP LD,ORD NPV (DI),N,3000.0,3.0,10.0,611928.0,4003819.0,19/10/2020
AMSM,ASM6,KITWAVE GROUP PLC,GB00BNYKB709,BNYKB70,DE,SHRS,GBX,TP_27,TM_44,GB,KITW,KITWAVE,ORD GBP0.01,N,2000.0,3.0,10.0,505.0,231323.0,24/05/2021
AMSM,ASM7,CAMELLIA PLC,GB0001667087,0166708,DE,SHRS,GBX,TP_27,TM_43,GB,CAM,CAMELLIA,ORD 10P,N,75.0,3.0,10.0,24096.0,75697.0,21/03/2022
AMSM,ASM7,PROTEOME SCIENCES PLC,GB0003104196,0310419,DE,SHRS,GBX,TP_27,TM_44,GB,PRM,PROTEOME,ORD 1P,N,100000.0,3.0,10.0,88.0,37020.0,21/06/2021
AMSM,ASM7,RENOLD PLC,GB0007325078,0732507,DE,SHRS,GBX,TP_27,TM_44,GB,RNO,RENOLD,ORD 5P,N,15000.0,3.0,10.0,27249.0,212717.0,20/09/2021
AMSM,ASM7,ARBUTHNOT BANKING GROUP PLC,GB0007922338,0792233,DE,SHRS,GBX,TP_27,TM_43,GB,ARBB,ARBUTHNOT,ORD 1P,N,500.0,3.0,10.0,75.0,51293.0,18/06/2018
AMSM,ASM7,TRIBAL GROUP PLC,GB0030181522,3018152,DE,SHRS,GBX,TP_27,TM_43,GB,TRB,TRIBAL GRP.,ORD 5P,N,5000.0,3.0,10.0,2157.0,498552.0,18/03/2019
AMSM,ASM7,ENWELL ENERGY PLC,GB0031775819,3177581,DE,SHRS,GBX,TP_27,TM_44,GB,ENW,ENWELL ENERGY,ORD 5P,N,15000.0,3.0,10.0,238.0,56257.0,21/03/2022
AMSM,ASM7,HARGREAVES SERVICES PLC,GB00B0MTC970,B0MTC97,DE,SHRS,GBX,TP_27,TM_44,GB,HSP,HARGREAVES SERV,ORD 10P,N,750.0,3.0,10.0,7412.0,367111.0,18/03/2019
AMSM,ASM7,COHORT PLC,GB00B0YD2B94,B0YD2B9,DE,SHRS,GBX,TP_27,TM_44,GB,CHRT,COHORT,ORD 10P,N,750.0,3.0,10.0,12382.0,192930.0,09/03/2020
AMSM,ASM7,SPORTECH PLC,GB00B28ZPV64,B28ZPV6,DE,SHRS,GBX,TP_27,TM_43,GB,SPO,SPORTECH,ORD 1P,N,15000.0,3.0,10.0,8208.0,697994.0,13/10/2021
AMSM,ASM7,TANFIELD GROUP PLC,GB00B4QHFM95,B4QHFM9,DE,SHRS,GBX,TP_27,TM_43,GB,TAN,TANFIELD,ORD 5P,N,150000.0,3.0,10.0,46.0,1869.0,20/09/2021
AMSM,ASM7,IENERGIZER LD,GG00B54NMG96,B54NMG9,IE,SHRS,GBX,TP_27,TM_44,GG,IBPO,IENERGIZER,ORD 1P,N,1000.0,3.0,10.0,47.0,124305.0,01/03/2021
AMSM,ASM7,PHOENIX GLOBAL RESOURCES PLC,GB00B7LHJ340,B7LHJ34,DE,SHRS,GBX,TP_27,TM_43,GB,PGR,PHOENIX GLOBAL,ORD 10P,N,75000.0,3.0,10.0,168.0,3927.0,21/09/2020
AMSM,ASM7,RANDALL & QUILTER INVEST. HLDGS LD,BMG7371X1065,BBL4RK6,IE,SHRS,GBX,TP_27,TM_44,JE,RQIH,RANDALL&QUILTER,ORD 2P (DI),N,3000.0,3.0,10.0,53871.0,675264.0,20/09/2021
AMSM,ASM7,TUNGSTEN CORPORATION PLC,GB00B7Z0Q502,B7Z0Q50,DE,SHRS,GBX,TP_27,TM_44,GB,TUNG,TUNGSTEN CORP,ORD 0.438P,N,10000.0,3.0,10.0,3286.0,114327.0,21/06/2021
AMSM,ASM7,CHINA NONFERROUS GOLD LD,KYG215771042,BGLCS35,DE,SHRS,GBX,TP_27,TM_43,GB,CNG,CHINA NONFERR,ORD USD0.0001 (DI),N,50000.0,3.0,10.0,68.0,11749.0,21/03/2022
AMSM,ASM7,SAFESTYLE UK PLC,JE00BGP63272,BGP6327,IE,SHRS,GBX,TP_27,TM_44,JE,SFE,SAFESTYLE UK,ORD 1P,N,7500.0,3.0,10.0,3187.0,236111.0,20/12/2021
AMSM,ASM7,PARKMEAD GROUP (THE) PLC,GB00BGCYZL73,BGCYZL7,DE,SHRS,GBX,TP_27,TM_44,GB,PMG,PARKMEAD,ORD 1.5P,N,10000.0,3.0,10.0,290.0,134990.0,20/09/2021
AMSM,ASM7,FLOWTECH FLUIDPOWER PLC,GB00BM4NR742,BM4NR74,DE,SHRS,GBX,TP_27,TM_44,GB,FLO,FLOWTECH FLUID.,ORD 50P,N,3000.0,3.0,10.0,3470.0,164868.0,22/06/2020
AMSM,ASM7,NAHL GROUP PLC,GB00BM7S2W63,BM7S2W6,DE,SHRS,GBX,TP_27,TM_43,GB,NAH,NAHL GROUP,ORD GBP0.0025,N,7500.0,3.0,10.0,2183.0,38677.0,21/03/2022
AMSM,ASM7,MYSALE GROUP PLC,JE00BMH4MR96,BMH4MR9,IE,SHRS,GBX,TP_27,TM_43,JE,MYSL,MYSALE GROUP,ORD NPV,N,200000.0,3.0,10.0,20144.0,23775.0,20/12/2021
AMSM,ASM7,C4X DISCOVERY HOLDINGS PLC,GB00BQQ2RV18,BQQ2RV1,DE,SHRS,GBX,TP_27,TM_44,GB,C4XD,C4X DISCRY HDGS,ORD 1P,N,10000.0,3.0,10.0,29360.0,248005.0,21/03/2022
AMSM,ASM7,CURTIS BANKS GROUP PLC,GB00BW0D4R71,BW0D4R7,DE,SHRS,GBX,TP_27,TM_44,GB,CBP,CURTIS BKS,ORD 0.5P,N,1500.0,3.0,10.0,4163.0,417026.0,24/06/2019
AMSM,ASM7,ONCIMMUNE HOLDINGS PLC,GB00BYQ94H38,BYQ94H3,DE,SHRS,GBX,TP_27,TM_44,GB,ONC,ONCIMMUNE,ORD 1P,N,3000.0,3.0,10.0,8736.0,278631.0,17/09/2021
AMSM,ASM7,ACCROL GROUP HOLDINGS PLC,GB00BZ6VT592,BZ6VT59,DE,SHRS,GBX,TP_27,TM_44,GB,ACRL,ACCROL GP,ORD GBP0.001,N,15000.0,3.0,10.0,8329.0,506712.0,20/09/2021
AMSM,ASM7,OXFORD BIODYNAMICS PLC,GB00BD5H8572,BD5H857,DE,SHRS,GBX,TP_27,TM_44,GB,OBD,OXFORD BIODYN,ORD GBP0.01,N,15000.0,3.0,10.0,1910.0,97835.0,24/12/2018
AMSM,ASM7,TATTON ASSET MANAGEMENT PLC,GB00BYX1P358,BYX1P35,DE,SHRS,GBX,TP_27,TM_44,GB,TAM,TATTON ASSET M.,ORD GBP0.20,N,750.0,3.0,10.0,228.0,324285.0,06/07/2017
AMSM,ASM7,QUIZ PLC,JE00BZ00SF59,BZ00SF5,IE,SHRS,GBX,TP_27,TM_44,JE,QUIZ,QUIZ,ORD 0.3P,N,30000.0,3.0,10.0,71.0,52476.0,20/12/2021
AMSM,ASM7,ASHTEAD TECHNOLOGY HOLDINGS PLC,GB00BLH42507,BLH4250,DE,SHRS,GBX,TP_27,TM_44,GB,AT.,ASHTEAD TECH,ORD 5P,N,1500.0,3.0,10.0,0.0,183608.0,23/11/2021
AMSM,ASM8,PLANT HEALTH CARE PLC,GB00B01JC540,B01JC54,DE,SHRS,GBX,TP_29,TM_44,GB,PHC,PLANT HEALTH,ORD 1P,N,30000.0,5.0,15.0,353.0,74647.0,21/03/2018
AMSM,ASM8,UKRPRODUCT GROUP LD,GB00B03HK741,B03HK74,DE,SHRS,GBX,TP_29,TM_43,GB,UKR,UKRPRODUCT,ORD 10P,N,100000.0,5.0,15.0,0.0,218.0,20/03/2020
AMSM,ASM8,PROVEXIS PLC,GB00B0923P27,B0923P2,DE,SHRS,GBX,TP_29,TM_43,GB,PXS,PROVEXIS,ORD 0.1P,N,500000.0,5.0,15.0,35.0,23518.0,15/08/2017
AMSM,ASM8,4D PHARMA PLC,GB00BJL5BR07,BJL5BR0,DE,SHRS,GBX,TP_29,TM_45,GB,DDDD,4D PHARMA PLC,ORD 0.25P,N,10000.0,5.0,15.0,58304.0,2283599.0,07/04/2022
AMSM,ASM8,IGAS ENERGY PLC,GB00BZ042C28,BZ042C2,DE,SHRS,GBX,TP_29,TM_44,GB,IGAS,IGAS ENERGY,ORD 0.002P,N,15000.0,5.0,15.0,3972.0,160147.0,15/03/2022
AMSM,ASM8,AGRITERRA LD,GG00BDG13C09,BDG13C0,DE,SHRS,GBX,TP_29,TM_43,GB,AGTA,AGRITERRA LD,ORD 10P,N,75000.0,5.0,15.0,0.0,605.0,01/12/2017
AMSM,ASM8,CPPGROUP PLC,GB00BMDX5Z93,BMDX5Z9,DE,SHRS,GBX,TP_29,TM_43,GB,CPP,CPPGROUP,ORD GBP1.00,N,1500.0,5.0,15.0,3.0,14827.0,29/05/2020
SSMM,SSC4,FISHER(JAMES)& SONS PLC,GB0003395000,0339500,DE,SHRS,GBX,TP_39,TM_45,GB,FSJ,FISHER(J)& SONS,ORD 25P,N,1500.0,1.0,5.0,72828.0,1467591.0,21/12/2020
SSMM,SSC4,HALFORDS GROUP PLC,GB00B012TP20,B012TP2,DE,SHRS,GBX,TP_39,TM_46,GB,HFD,HALFORDS,ORD 1P,N,7500.0,1.0,5.0,366327.0,4286688.0,18/03/2019
SSMM,SSC4,PETROFAC LD,GB00B0H2K534,B0H2K53,IE,SHRS,GBX,TP_39,TM_46,JE,PFC,PETROFAC,ORD USD0.02,N,10000.0,1.0,5.0,327682.0,7002669.0,22/03/2021
SSMM,SSC4,BARR(A.G.) PLC,GB00B6XZKY75,B6XZKY7,DE,SHRS,GBX,TP_39,TM_45,GB,BAG,BARR (A.G.),ORD 4 1/6P,N,2000.0,1.0,5.0,89154.0,1070967.0,21/09/2020
SSMM,SSC4,RIVERSTONE ENERGY LIMITED,GG00BBHXCL35,BBHXCL3,IE,SHRS,GBX,TP_39,TM_44,GG,RSE,RIVERSTONE,ORD NPV,N,2000.0,1.0,5.0,2714.0,822323.0,23/12/2019
SSMM,SSC4,ON THE BEACH GROUP PLC,GB00BYM1K758,BYM1K75,DE,SHRS,GBX,TP_39,TM_45,GB,OTB,ON THE BEACH,ORD 1P,N,7500.0,1.0,5.0,255469.0,3010028.0,24/12/2018
SSMM,SSC4,BANK OF GEORGIA GROUP PLC,GB00BF4HYT85,BF4HYT8,DE,SHRS,GBX,TP_39,TM_45,GB,BGEO,BANK OF GEORGIA,ORD 1P,N,1000.0,1.0,5.0,208033.0,1480305.0,21/09/2020
SSMM,SSC5,OCEAN WILSONS HOLDINGS LD,BMG6699D1074,0655790,DE,SHRS,GBX,TP_27,TM_43,GB,OCN,OCEAN WILSONS,ORD 20P,N,300.0,3.0,10.0,4860.0,185279.0,21/03/2022
SSMM,SSC5,SPEEDY HIRE PLC,GB0000163088,0016308,DE,SHRS,GBX,TP_27,TM_45,GB,SDY,SPEEDY HIRE,ORD 5P,N,10000.0,3.0,10.0,43253.0,1032616.0,22/06/2020
SSMM,SSC5,ANGLO-EASTERN PLANTATIONS PLC,GB0000365774,0036577,DE,SHRS,GBX,TP_27,TM_44,GB,AEP,ANGLO-EASTERN,ORD 25P,N,750.0,3.0,10.0,0.0,88198.0,04/12/2017
