Segment,Sector,Issuer Name,ISIN,Sedol,Security Type,MiFIR Identifier,Currency,Trading Parameter Code,Price Tick Table ID,Country of Register,Mnemonic,Short Name,Long Name,Professional Investor Only,EMS,Max Spread Floor,Max Spread Perc.,ADT / PTS (EU),ADT / PTS (UK),Issuer Version Start Date
SET3,ON10,RAVEN PROPERTY GROUP LIMITED,GB00B0D5V538,B0D5V53,DE,SHRS,GBX,TP_27,TM_44,GG,RAV,RAVEN PROP,ORD 1P,N,50000.0,3.0,10.0,2506.0,148624.0,21/03/2022
SET3,ON10,BLACKROCK ENERGY & RES. INC.TST PLC,GB00B0N8MF98,B0N8MF9,DE,SHRS,GBX,TP_27,TM_44,GB,BERI,BLACKROCK ENGY,ORD 1P,N,5000.0,3.0,10.0,4674.0,551219.0,14/05/2019
SET3,ON10,SMITHS NEWS PLC,GB00B17WCR61,B17WCR6,DE,SHRS,GBX,TP_27,TM_44,GB,SNWS,SMITHS NEWS,ORD 5P,N,15000.0,3.0,10.0,2998.0,233507.0,05/11/2020
SET3,ON10,GLANBIA PLC,IE0000669501,0066950,IE,SHRS,EUR,TP_27,TM_46,IE,GLB,GLANBIA,ORD EUR0.06 (CDI),N,2000.0,0.03,10.0,7158476.0,2547569.0,15/03/2021
SET3,ON10,BATM ADVANCED COMMUNICATIONS LD,IL0010849045,0911146,DE,SHRS,GBX,TP_27,TM_45,GB,BVC,BATM ADVANCED,ORD ILS0.01,N,7500.0,3.0,10.0,6708.0,680137.0,21/03/2022
SET3,ON10,GEM DIAMONDS LD,VGG379591065,B1P8H48,DE,SHRS,GBX,TP_27,TM_44,GB,GEMD,GEM DIAMONDS DI,ORD USD0.01 (DI),N,10000.0,3.0,10.0,12084.0,132223.0,22/06/2020
SET3,ON10,PRINCESS PRIVATE EQUITY HOLDING LD,GG00B28C2R28,B28C2R2,IE,SHRS,EUR,TP_27,TM_44,GG,PEY,PRINCESS PRIV E,ORD EUR0.001 (EUR),N,750.0,0.03,10.0,17607.0,922258.0,18/12/2017
SET3,ON10,SECURE TRUST BANK PLC,GB00B6TKHP66,B6TKHP6,DE,SHRS,GBX,TP_27,TM_44,GB,STB,SECURE TRUST,ORD 40P,N,500.0,3.0,10.0,18128.0,684887.0,21/09/2020
SET3,ON10,EVRAZ PLC,GB00B71N6K86,B71N6K8,DE,SHRS,GBX,TP_27,TM_47,GB,EVR,EVRAZ,ORD USD0.05,N,3000.0,3.0,10.0,4624390.0,27467965.0,21/03/2022
SET3,ON10,CVC CREDIT PARTNERS EUROPEAN OPPORT,JE00B9G79F59,B9G79F5,IE,SHRS,EUR,TP_27,TM_43,JE,CCPE,CVC CREDIT EUR,ORD NPV EURO,N,5000.0,0.03,10.0,5053.0,147724.0,21/09/2020
SET3,ON10,GULF MARINE SERVICES PLC,GB00BJVWTM27,BJVWTM2,DE,SHRS,GBX,TP_27,TM_44,GB,GMS,GULF MARINE,ORD 2P,N,75000.0,3.0,10.0,20.0,194482.0,20/09/2021
SET3,ON10,SCS GROUP PLC,GB00BRF0TJ56,BRF0TJ5,DE,SHRS,GBX,TP_27,TM_44,GB,SCS,SCS GROUP,ORD 0.1P,N,2000.0,3.0,10.0,6715.0,275742.0,24/10/2017
SET3,ON10,DP EURASIA N.V.,NL0012328801,BZ12PK4,DE,SHRS,GBX,TP_27,TM_44,GB,DPEU,DP EURASIA,ORD EUR0.12 (DI),N,10000.0,3.0,10.0,2241.0,146591.0,22/06/2020
SET3,ON10,BANK OF IRELAND GROUP PLC,IE00BD1RP616,BDRXFJ6,IE,SHRS,EUR,TP_27,TM_47,IE,BIRG,BANK OF IRELAND,ORD EUR1.00 (CDI),N,4000.0,0.03,10.0,22251023.0,9898800.0,15/03/2021
SET3,ON10,SUPERMARKET INCOME REIT PLC,GB00BF345X11,BF345X1,DE,SHRS,GBX,TP_27,TM_44,GB,SUPR,SUPERMARKET INC,ORD GBP0.01,N,15000.0,3.0,10.0,78920.0,2789800.0,23/02/2022
SET3,ON10,GEORGIA CAPITAL PLC,GB00BF4HYV08,BF4HYV0,DE,SHRS,GBX,TP_27,TM_45,GB,CGEO,GEORGIA CAPITAL,ORD 1P,N,1500.0,3.0,10.0,130836.0,828924.0,23/04/2020
SET3,ON10,INDUSTRIALS REIT LIMITED,GG00BFWMR296,BDR8FC4,IE,SHRS,GBX,TP_27,TM_44,GG,MLI,INDUST REIT,ORD EUR0.000001258,N,3000.0,3.0,10.0,1462.0,692497.0,21/03/2022
SET3,ON10,THEWORKS.CO.UK PLC,GB00BF5HBF20,BF5HBF2,DE,SHRS,GBX,TP_27,TM_44,GB,WRKS,THEWORKS.CO.UK.,ORD 1P,N,10000.0,3.0,10.0,633.0,165076.0,21/06/2021
SET3,ON10,HIBERNIA REIT P.L.C.,IE00BGHQ1986,BGHQ1C1,IE,SHRS,GBX,TP_27,TM_45,IE,HBRN,HIBERNIA REIT,ORD EUR0.10 (CDI),N,15000.0,3.0,10.0,1830520.0,561042.0,15/03/2021
SET3,ON10,PENSIONBEE GROUP PLC,GB00BNDRLN84,BNDRLN8,DE,SHRS,GBX,TP_27,TM_44,GB,PBEE,PENSIONBEE,ORD GBP0.001,N,3000.0,3.0,10.0,13277.0,225406.0,21/04/2022
SET3,ON10,STELRAD GROUP PLC,GB00BMHRMV23,BMHRMV2,DE,SHRS,GBX,TP_27,TM_43,GB,SRAD,STELRAD GRP,ORD GBP1.00,N,1500.0,3.0,10.0,0.0,62675.0,10/11/2021
SET3,ON15,CQS NATURAL RES GROWTH & INCOME PLC,GB0000353929,0035392,DE,SHRS,GBX,TP_29,TM_44,GB,CYN,CQS NAT,ORD 25P,N,3000.0,5.0,15.0,1600.0,530554.0,11/12/2018
SET3,ON15,R.E.A.HLDGS PLC,GB0002349065,0234906,DE,SHRS,GBX,TP_29,TM_43,GB,RE.,R.E.A.HLDGS.,ORD 25P,N,3000.0,5.0,15.0,0.0,66158.0,15/08/2017
SET3,ON15,TOWN CENTRE SECURITIES PLC,GB0003062816,0306281,DE,SHRS,GBX,TP_29,TM_43,GB,TOWN,TOWN CENTRE,ORD 25P,N,3000.0,5.0,15.0,0.0,33736.0,22/03/2021
SET3,ON15,ABERDEEN JAPAN INV TST PLC,GB0003920757,0392075,DE,SHRS,GBX,TP_29,TM_43,GB,AJIT,ABERDEEN JAPAN,ORD 10P,N,500.0,5.0,15.0,269.0,123617.0,07/07/2020
SET3,ON15,DUNEDIN ENTERPRISE INV TST PLC,GB0005776561,0577656,DE,SHRS,GBX,TP_29,TM_43,GB,DNE,DUNEDIN ENT.IT.,ORD 25P,N,1000.0,5.0,15.0,0.0,176842.0,15/08/2017
SET3,ON15,MOUNTVIEW ESTATES PLC,GB0006081037,0608103,DE,SHRS,GBX,TP_29,TM_43,GB,MTVW,MOUNTVIEW EST.,ORD 5P,N,30.0,5.0,15.0,0.0,84585.0,15/08/2017
SET3,ON15,SHIRES INCOME PLC,GB0008052507,0805250,DE,SHRS,GBX,TP_29,TM_44,GB,SHRS,SHIRES INC.,ORD 50P,N,1500.0,5.0,15.0,1286.0,130872.0,15/08/2017
SET3,ON15,HENDERSON OPPORTUNITIES TRUST PLC,GB0008536574,0853657,DE,SHRS,GBX,TP_29,TM_44,GB,HOT,HEND.OPP,ORD 25P,N,300.0,5.0,15.0,0.0,318214.0,22/03/2021
SET3,ON15,VP PLC,GB0009286963,0928696,DE,SHRS,GBX,TP_29,TM_44,GB,VP.,VP,ORD 5P,N,500.0,5.0,15.0,9275.0,238622.0,21/06/2021
SET3,ON15,WILMINGTON PLC,GB0009692319,0969231,DE,SHRS,GBX,TP_29,TM_43,GB,WIL,WILMINGTON,ORD 5P,N,2000.0,5.0,15.0,4100.0,173720.0,20/12/2021
SET3,ON15,BARINGS EMERGING EMEA OPPORTUN. PLC,GB0032273343,3227334,DE,SHRS,GBX,TP_29,TM_44,GB,BEMO,BARINGS EMERG.,ORD 10P,N,500.0,5.0,15.0,579.0,93872.0,17/11/2020
SET3,ON15,INDIA CAPITAL GROWTH FUND LD,GB00B0P8RJ60,B0P8RJ6,DE,SHRS,GBX,TP_29,TM_44,GB,IGC,INDIA CAP,ORD 1P,N,3000.0,5.0,15.0,608.0,489088.0,19/03/2018
SET3,ON15,LMS CAPITAL PLC,GB00B12MHD28,B12MHD2,DE,SHRS,GBX,TP_29,TM_43,GB,LMS,LMS CAPITAL,ORD 10P,N,10000.0,5.0,15.0,0.0,11717.0,15/08/2017
SET3,ON15,HANSARD GLOBAL PLC,IM00B1H1XF89,B1H1XF8,IE,SHRS,GBX,TP_29,TM_43,IM,HSD,HANSARD,ORD 50P,N,10000.0,5.0,15.0,1330.0,27676.0,18/06/2018
SET3,ON15,ABRDN LATIN AMERICAN INCOME FUND LD,JE00B44ZTP62,B44ZTP6,IE,SHRS,GBX,TP_29,TM_43,JE,ALAI,ABRDN LATIN,ORD NPV,N,7500.0,5.0,15.0,395.0,64737.0,12/01/2022
SET3,ON15,POLYMETAL INTERNATIONAL PLC,JE00B6T5S470,B6T5S47,IE,SHRS,GBX,TP_29,TM_47,JE,POLY,POLYMETAL INT,ORD NPV,N,1500.0,5.0,15.0,6235722.0,50713263.0,21/03/2022
SET3,ON15,IRISH CONTINENTAL GROUP PLC,IE00BLP58571,BLP59W1,IE,SHRS,GBX,TP_29,TM_45,IE,ICGC,IRISH CONT.,UTS (COMP 1 ORD EUR0.065 & 10 RED) (CDI),N,1000.0,5.0,15.0,1152588.0,197660.0,15/03/2021
SET3,ON15,NOSTRUM OIL & GAS PLC,GB00BGP6Q951,BGP6Q95,DE,SHRS,GBX,TP_29,TM_44,GB,NOG,NOSTRUM OIL&GAS,ORD 1P,N,50000.0,5.0,15.0,2438.0,12301.0,20/09/2021
SET3,ON15,ALLIED MINDS PLC,GB00BLRLH124,BLRLH12,DE,SHRS,GBX,TP_29,TM_44,GB,ALM,ALLIED MIND,ORD 1P,N,15000.0,5.0,15.0,5023.0,197868.0,21/06/2021
SET3,ON15,PRINCESS PRIVATE EQUITY HOLDING LD,GG00B28C2R28,BF012D4,IE,SHRS,GBX,TP_29,TM_44,ZZ,PEYS,PRINCESS PRIV £,ORD EUR0.001 (GBP),N,500.0,5.0,15.0,17607.0,922258.0,22/06/2020
SET3,ON15,JPMORGAN MULTI-ASSET GRWTH & INCL,GB00BFWJJT14,BFWJJT1,DE,SHRS,GBX,TP_29,TM_43,GB,MATE,JPMORGAN MULTI.,ORD 1P,N,3000.0,5.0,15.0,0.0,168319.0,01/04/2021
SET3,ON15,AMIGO HOLDINGS PLC,GB00BFFK8T45,BFFK8T4,DE,SHRS,GBX,TP_29,TM_45,GB,AMGO,AMIGO,ORD 0.25P,N,100000.0,5.0,15.0,16099.0,1744474.0,21/03/2022
SET3,ON15,TRITAX EUROBOX PLC,GB00BG382L74,BG43LH0,DE,SHRS,EUR,TP_29,TM_45,ZZ,BOXE,TRITAX EURO.EUR,ORD EUR0.01 (EUR),N,3000.0,0.05,15.0,311086.0,3436591.0,26/03/2020
SET3,ON15,MACAU PROPERTY OPP. FUND LD,GG00BGDYFV61,BGDYFV6,DE,SHRS,GBX,TP_29,TM_43,GG,MPO,MACAU PROPERTY,ORD USD0.01,N,7500.0,5.0,15.0,1088.0,33450.0,22/06/2020
SET3,ON15,ASA INTERNATIONAL GROUP PLC,GB00BDFXHW57,BDFXHW5,DE,SHRS,GBX,TP_29,TM_43,GB,ASAI,ASA INT,ORD GBP1,N,3000.0,5.0,15.0,10098.0,90810.0,21/09/2020
SET3,ON15,THIRD POINT INVESTORS LIMITED,GG00B1YQ7219,BD2Z0L4,IE,SHRS,GBX,TP_29,TM_44,ZZ,TPOS,THIRD POI. $,ORD NPV $,N,200.0,5.0,15.0,17981.0,1294185.0,14/08/2020
SET3,ON15,WORSLEY INVESTORS LIMITED,GG00BHXH0C87,BHXH0C8,DE,SHRS,GBX,TP_29,TM_43,GG,WINV,WORSLEY INV LTD,ORD NPV,N,10000.0,5.0,15.0,0.0,4946.0,23/06/2020
SET3,ON15,AQUILA EUROPEAN RENEWABLES INCOME F,GB00BK6RLF66,BJMXQK1,DE,SHRS,GBX,TP_29,TM_43,ZZ,AERS,AQUILA EURO. £,ORD EUR0.01 (GBP),N,3000.0,5.0,15.0,31603.0,351636.0,23/09/2019
SET3,ON15,AQUILA EUROPEAN RENEWABLES INCOME F,GB00BK6RLF66,BK6RLF6,DE,SHRS,EUR,TP_29,TM_43,GB,AERI,AQUILA EURO.,ORD EUR0.01,N,3000.0,0.05,15.0,31603.0,351636.0,23/09/2019
SET3,ON15,HANSA INVESTMENT COMPANY LIMITED,BMG428941162,BKLFC18,DE,SHRS,GBX,TP_29,TM_43,GB,HAN,HANSA INV.,ORD 1P (DI),N,1500.0,5.0,15.0,0.0,36389.0,23/12/2019
SET3,ON15,ALTYNGOLD PLC,GB00BMH19X50,BMH19X5,DE,SHRS,GBX,TP_29,TM_44,GB,ALTN,ALTYNGOLD,ORD 10P,N,3000.0,5.0,15.0,299.0,42188.0,21/03/2022
SET3,ON15,SERAPHINE GROUP PLC,GB00BNXGTY25,BNXGTY2,DE,SHRS,GBX,TP_29,TM_44,GB,BUMP,SERAPHINE,ORD GBP0.01,N,5000.0,5.0,15.0,302.0,183395.0,20/12/2021
SET3,ON15,HYDROGENONE CAPITAL GROWTH PLC,GB00BL6K7L04,BL6K7L0,DE,SHRS,GBX,TP_29,TM_45,GB,HGEN,HYDROGENONE,ORD GBP0.01,N,5000.0,5.0,15.0,1564.0,603959.0,20/09/2021
SET3,ON15,RTW VENTURE FUND LIMITED,GG00BKTRRM22,BNNXVW5,IE,SHRS,GBX,TP_29,TM_44,ZZ,RTWG,RTW VENTURE FU£,ORD NPV (GBP),N,3000.0,5.0,15.0,9887.0,358636.0,21/03/2022
SET3,ON15,BIOPHARMA CREDIT PLC,GB00BDGKMY29,BP2NZ40,DE,SHRS,GBX,TP_29,TM_44,ZZ,BPCP,BIOPHARMA CRED£,ORD USD0.01,N,5000.0,5.0,15.0,22777.0,1874759.0,20/12/2021
SET3,ON15,HIGHBRIDGE TACTICAL CREDIT FUND LTD,GG00BMF0J347,BMF0J34,IE,SHRS,GBX,TP_29,TM_43,GG,HTCF,HIGHBRIDGE GBP,ORD NPV GBP,N,1500.0,5.0,15.0,0.0,3485.0,16/11/2021
SET3,ON15,SME CREDIT REALISATION FUND LD,GG00BNDB1G36,BNDB1G3,IE,SHRS,GBX,TP_29,TM_43,GG,SCRF,SME CREDIT REAL,ORD NPV,N,5000.0,5.0,15.0,0.0,25000.0,28/04/2022
SET3,ON25,MCCOLL'S RETAIL GROUP PLC,GB00BJ3VW957,BJ3VW95,DE,SHRS,GBX,TP_31,TM_44,GB,MCLS,MCCOLL'S,ORD GBP0.001,N,150000.0,5.0,25.0,326.0,224592.0,01/03/2022
SET3,ON5,KERRY GROUP PLC,IE0004906560,0490656,IE,SHRS,EUR,TP_27,TM_47,IE,KYGA,KERRY GRP.'A','A'ORD EUR0.125 (CDI),N,200.0,0.01,5.0,50783888.0,26764081.0,15/03/2021
SET3,ON5,KINGSPAN GROUP PLC,IE0004927939,0492793,IE,SHRS,EUR,TP_27,TM_47,IE,KGP,KINGSPAN GRP.,ORD EUR0.13 (CDI),N,300.0,0.01,5.0,49121589.0,23675636.0,15/03/2021
SET3,ON5,AIB GROUP PLC,IE00BF0L3536,BF4KR65,IE,SHRS,GBX,TP_27,TM_46,IE,AIBG,AIB GROUP,ORD EUR0.625 (CDI),N,10000.0,1.0,5.0,9613918.0,4075430.0,15/03/2021
SET3,ON5,JUST EAT TAKEAWAY.COM N.V.,NL0012015705,BKM1QM4,DE,SHRS,GBX,TP_27,TM_48,GB,JET,JUST EAT TAKEAW,ORD EUR0.04 (CDI),N,750.0,1.0,5.0,159179181.0,122327063.0,20/09/2021
AMSM,AE50,NICHOLS PLC,GB0006389398,0638939,DE,SHRS,GBX,TP_29,TM_44,GB,NICL,NICHOLS,ORD 10P,N,300.0,5.0,15.0,3695.0,338226.0,21/12/2020
AMSM,AE50,NEXT FIFTEEN COMMUNICATIONS GRP PLC,GB0030026057,3002605,DE,SHRS,GBX,TP_29,TM_45,GB,NFC,NEXT FIFTEEN,ORD 2.5P,N,1500.0,5.0,15.0,336871.0,1494838.0,18/06/2018
AMSM,AE50,ITM POWER PLC,GB00B0130H42,B0130H4,DE,SHRS,GBX,TP_29,TM_47,GB,ITM,ITM POWER,ORD 5P,N,5000.0,5.0,15.0,8640753.0,27197511.0,23/03/2020
AMSM,AE50,YOUNG & CO'S BREWERY PLC,GB00B2NDK765,B2NDK76,DE,SHRS,GBX,TP_29,TM_45,GB,YNGA,YOUNG & CO 'A',A' ORD 12.5P,N,300.0,5.0,15.0,15276.0,693937.0,21/06/2021
AMSM,AE50,EMIS GROUP PLC,GB00B61D1Y04,B61D1Y0,DE,SHRS,GBX,TP_29,TM_45,GB,EMIS,EMIS,ORD 1P,N,1500.0,5.0,15.0,229855.0,1835690.0,15/08/2017
AMSM,AE50,ABCAM PLC,GB00B6774699,B677469,DE,SHRS,GBX,TP_29,TM_46,GB,ABC,ABCAM,ORD 0.2P,N,1500.0,5.0,15.0,2360830.0,9163328.0,30/03/2020
AMSM,AE50,SECURE INCOME REIT PLC,GB00BLMQ9L68,BLMQ9L6,DE,SHRS,GBX,TP_29,TM_45,GB,SIR,SECURE INCOME,ORD 10P,N,5000.0,5.0,15.0,127048.0,3054354.0,21/09/2020
AMSM,AE50,GAMMA COMMUNICATIONS PLC,GB00BQS10J50,BQS10J5,DE,SHRS,GBX,TP_29,TM_45,GB,GAMA,GAMMA COMS,ORD 0.25P,N,1500.0,5.0,15.0,364783.0,5526516.0,24/09/2018
AMSM,AE50,RWS HOLDINGS PLC,GB00BVFCZV34,BVFCZV3,DE,SHRS,GBX,TP_29,TM_46,GB,RWS,RWS HLDGS,ORD 1P,N,5000.0,5.0,15.0,1445700.0,6224562.0,15/08/2017
AMSM,AE50,MIDWICH GROUP PLC,GB00BYSXWW41,BYSXWW4,DE,SHRS,GBX,TP_29,TM_44,GB,MIDW,MIDWICH GRP,ORD GBP0.01,N,1500.0,5.0,15.0,254901.0,829725.0,23/12/2019
AMSM,AE50,WAREHOUSE REIT PLC,GB00BD2NCM38,BD2NCM3,DE,SHRS,GBX,TP_29,TM_45,GB,WHR,WAREHOUSE REIT,ORD 1P,N,10000.0,5.0,15.0,74954.0,1946775.0,21/09/2020
AMSM,AF50,JAMES HALSTEAD PLC,GB00B0LS8535,B0LS853,DE,SHRS,GBX,TP_29,TM_44,GB,JHD,JAMES HALSTEAD,ORD 5P,N,1500.0,5.0,15.0,5893.0,422205.0,21/06/2021
AMSM,AF50,YOUNG & CO'S BREWERY PLC,GB00B2NDK989,B2NDK98,DE,SHRS,GBX,TP_29,TM_44,GB,YNGN,YOUNG & CO N/V,NON VTG ORD 12.5P,N,500.0,5.0,15.0,12244.0,76384.0,04/12/2017
AMSM,AF50,THORPE(F.W.) PLC,GB00BC9ZLX92,BC9ZLX9,DE,SHRS,GBX,TP_29,TM_44,GB,TFW,THORPE (F.W),ORD 1P,N,1000.0,5.0,15.0,46.0,95102.0,18/06/2018
AMSM,AF50,BENCHMARK HOLDINGS PLC,GB00BGHPT808,BGHPT80,DE,SHRS,GBX,TP_29,TM_44,GB,BMK,BENCHMARK HLDS,ORD 0.1P,N,7500.0,5.0,15.0,35771.0,129421.0,20/09/2021
AMSM,AM25,BORDERS & SOUTHERN PETROLEUM PLC,GB00B08F4599,B08F459,DE,SHRS,GBX,TP_31,TM_44,GB,BOR,BORDERS & STH.,ORD 1P,N,200000.0,5.0,25.0,235.0,17103.0,24/01/2022
AMSM,AM25,EMPYREAN ENERGY PLC,GB00B09G2351,B09G235,DE,SHRS,GBX,TP_31,TM_44,GB,EME,EMPYREAN,ORD 0.2P,N,30000.0,5.0,25.0,33.0,129262.0,10/03/2022
AMSM,AM25,AMUR MINERALS CORPORATION,VGG042401007,B0YHGY2,DE,SHRS,GBX,TP_31,TM_44,GB,AMC,AMUR MINERALS,ORD NPV,N,200000.0,5.0,25.0,4873.0,132468.0,01/03/2022
AMSM,AM25,INDUS GAS LD,GG00B39HF298,B39HF29,IE,SHRS,GBX,TP_31,TM_43,JE,INDI,INDUS GAS,ORD 1P,N,1500.0,5.0,25.0,1524.0,7146.0,15/08/2017
AMSM,AS50,PAN AFRICAN RESOURCES PLC,GB0004300496,0430049,DE,SHRS,GBX,TP_27,TM_45,GB,PAF,PAN AFRICAN,ORD 1P,N,50000.0,3.0,10.0,15167.0,946631.0,16/03/2022
AMSM,AS50,ADVANCED MEDICAL SOLUTIONS GRP PLC,GB0004536594,0453659,DE,SHRS,GBX,TP_27,TM_45,GB,AMS,ADVANCED MED.,ORD 5P,N,5000.0,3.0,10.0,86240.0,1404006.0,15/08/2017
AMSM,AS50,JOHNSON SERVICE GROUP PLC,GB0004762810,0476281,DE,SHRS,GBX,TP_27,TM_45,GB,JSG,JOHNSON SERV.,ORD 10P,N,10000.0,3.0,10.0,311631.0,2024278.0,15/08/2017
AMSM,AS50,IMPAX ASSET MANAGEMENT GROUP PLC,GB0004905260,0490526,DE,SHRS,GBX,TP_27,TM_45,GB,IPX,IMPAX ASSET MAN,ORD 1P,N,2000.0,3.0,10.0,579328.0,3012556.0,24/06/2019
AMSM,AS50,RENEW HOLDINGS PLC,GB0005359004,0535900,DE,SHRS,GBX,TP_27,TM_45,GB,RNWH,RENEW HOLDINGS,ORD 10P,N,1000.0,3.0,10.0,10247.0,851650.0,10/05/2018
AMSM,AS50,GB GROUP PLC,GB0006870611,0687061,DE,SHRS,GBX,TP_27,TM_46,GB,GBG,GB GROUP,ORD 2.5P,N,3000.0,3.0,10.0,558321.0,3334027.0,15/08/2017
AMSM,AS50,M. P. EVANS GROUP PLC,GB0007538100,0753810,DE,SHRS,GBX,TP_27,TM_44,GB,MPE,M.P. EVANS,ORD 10P,N,500.0,3.0,10.0,25286.0,198722.0,15/08/2017
AMSM,AS50,VOLEX PLC,GB0009390070,0939007,DE,SHRS,GBX,TP_27,TM_45,GB,VLX,VOLEX,ORD 25P,N,7500.0,3.0,10.0,174121.0,2974998.0,21/12/2020
AMSM,AS50,IQE PLC,GB0009619924,0961992,DE,SHRS,GBX,TP_27,TM_45,GB,IQE,IQE,ORD 1P,N,30000.0,3.0,10.0,77230.0,2028653.0,12/06/2018
AMSM,AS50,ALLIANCE PHARMA PLC,GB0031030819,3103081,DE,SHRS,GBX,TP_27,TM_45,GB,APH,ALLIANCE PHARMA,ORD 1P,N,15000.0,3.0,10.0,48986.0,1307440.0,10/04/2018
AMSM,AS50,FD TECHNOLOGIES PLC,GB0031477770,3147777,DE,SHRS,GBX,TP_27,TM_45,GB,FDP,FD TECH PLC,ORD 0.5P,N,500.0,3.0,10.0,164617.0,1785783.0,12/07/2021
AMSM,AS50,NAKED WINES PLC,GB00B021F836,B021F83,DE,SHRS,GBX,TP_27,TM_46,GB,WINE,NAKED WINE,ORD 7.5P,N,3000.0,3.0,10.0,347572.0,3324170.0,22/03/2021
AMSM,AS50,NUMIS CORPORATION PLC,GB00B05M6465,B05M646,DE,SHRS,GBX,TP_27,TM_45,GB,NUM,NUMIS CORP,ORD 5P,N,3000.0,3.0,10.0,11059.0,464790.0,15/08/2017
AMSM,AS50,BROOKS MACDONALD GROUP PLC,GB00B067N833,B067N83,DE,SHRS,GBX,TP_27,TM_44,GB,BRK,BROOKS,ORD 1P,N,200.0,3.0,10.0,18157.0,412407.0,17/01/2022
AMSM,AS50,SERICA ENERGY PLC,GB00B0CY5V57,B0CY5V5,DE,SHRS,GBX,TP_27,TM_45,GB,SQZ,SERICA,ORD USD0.10,N,5000.0,3.0,10.0,117341.0,1557038.0,30/11/2021
AMSM,AS50,CARETECH HOLDINGS PLC,GB00B0KWHQ09,B0KWHQ0,DE,SHRS,GBX,TP_27,TM_45,GB,CTH,CARETECH HLDG,ORD 0.5P,N,3000.0,3.0,10.0,173103.0,820241.0,19/10/2018
AMSM,AS50,PANTHEON RESOURCES PLC,GB00B125SX82,B125SX8,DE,SHRS,GBX,TP_27,TM_46,GB,PANR,PANTHEON RES,ORD 1P,N,15000.0,3.0,10.0,62372.0,3199029.0,20/12/2021
AMSM,AS50,JET2 PLC,GB00B1722W11,B1722W1,DE,SHRS,GBX,TP_27,TM_47,GB,JET2,JET2 PLC,ORD 1.25P,N,2000.0,3.0,10.0,3870781.0,17285724.0,17/09/2020
AMSM,AS50,POLAR CAPITAL HOLDINGS PLC,GB00B1GCLT25,B1GCLT2,DE,SHRS,GBX,TP_27,TM_45,GB,POLR,POLAR C. HLDGS,ORD 2.5P,N,1500.0,3.0,10.0,147528.0,2178306.0,04/12/2017
AMSM,AS50,CVS GROUP PLC,GB00B2863827,B286382,DE,SHRS,GBX,TP_27,TM_46,GB,CVSG,CVS GROUP,ORD 0.2P,N,1000.0,3.0,10.0,2353175.0,7236412.0,15/08/2017
AMSM,AS50,CENTRAL ASIA METALS PLC,GB00B67KBV28,B67KBV2,DE,SHRS,GBX,TP_27,TM_45,GB,CAML,CENTRAL ASIA,ORD USD0.01,N,7500.0,3.0,10.0,128929.0,1839889.0,19/03/2018
AMSM,AS50,DOTDIGITAL GROUP PLC,GB00B3W40C23,B3W40C2,DE,SHRS,GBX,TP_27,TM_45,GB,DOTD,DOTDIGITAL,ORD 0.5P,N,7500.0,3.0,10.0,204847.0,2037478.0,22/06/2020
AMSM,AS50,LEARNING TECHNOLOGIES GROUP PLC,GB00B4T7HX10,B4T7HX1,DE,SHRS,GBX,TP_27,TM_46,GB,LTG,LEARNING TECH.,ORD 0.375P,N,15000.0,3.0,10.0,700201.0,4021359.0,06/10/2017
AMSM,AS50,SMART METERING SYSTEMS PLC,GB00B4X1RC86,B4X1RC8,DE,SHRS,GBX,TP_27,TM_45,GB,SMS,SMART METERING,ORD 1P,N,2000.0,3.0,10.0,148195.0,2215819.0,15/08/2017
AMSM,AS50,KEYWORDS STUDIOS PLC,GB00BBQ38507,BBQ3850,DE,SHRS,GBX,TP_27,TM_46,GB,KWS,KEYWORDS STUDIO,ORD 1P,N,750.0,3.0,10.0,619411.0,7441237.0,29/11/2021
AMSM,AS50,FRONTIER DEVELOPMENTS PLC,GB00BBT32N39,BBT32N3,DE,SHRS,GBX,TP_27,TM_45,GB,FDEV,FRONTIER DEV,ORD 0.5P,N,750.0,3.0,10.0,146124.0,2357938.0,04/12/2017
AMSM,AS50,CENTRALNIC GROUP PLC,GB00BCCW4X83,BCCW4X8,DE,SHRS,GBX,TP_27,TM_44,GB,CNIC,CENTRALNIC,ORD 0.1P,N,5000.0,3.0,10.0,15742.0,454646.0,04/04/2022
AMSM,AS50,ERGOMED PLC,GB00BN7ZCY67,BN7ZCY6,DE,SHRS,GBX,TP_27,TM_45,GB,ERGO,ERGOMED,ORD 1P,N,1000.0,3.0,10.0,250205.0,1209494.0,21/06/2021
AMSM,AS50,FEVERTREE DRINKS PLC,GB00BRJ9BJ26,BRJ9BJ2,DE,SHRS,GBX,TP_27,TM_46,GB,FEVR,FEVERTREE DRK,ORD 0.25P,N,1000.0,3.0,10.0,2702065.0,11484162.0,15/08/2017
AMSM,AS50,MORTGAGE ADVICE BUREAU (HLDGS) PLC,GB00BQSBH502,BQSBH50,DE,SHRS,GBX,TP_27,TM_44,GB,MAB1,MORTGAGE AD,ORD 0.1P,N,750.0,3.0,10.0,14601.0,1167836.0,17/01/2019
AMSM,AS50,WATKIN JONES PLC,GB00BD6RF223,BD6RF22,DE,SHRS,GBX,TP_27,TM_45,GB,WJG,WATKIN JONES,ORD 1P,N,10000.0,3.0,10.0,197870.0,1924624.0,04/12/2017
